pair_class,tsmi,te,gc,tsmi_krl,te_krl,gc_krl,day_file
intra_H,8.993093520227498e-05,0.004923313302726314,0.23421110092598957,0.021784977011354647,0.02531617598768177,0.22042551930787604,03_04_2011_C2
intra_S,5.78050885984806e-05,0.00548140153758635,0.09231000904668966,0.006784546424053783,0.011611841838188643,0.0921560121398177,03_04_2011_C2
inter,0.00010151675270383201,0.005325406765143048,0.27327774621702133,0.0035357573485918048,0.008552751268770717,0.2704143742473633,03_04_2011_C2
intra_H,0.00028900097937083625,0.0024482432023343065,0.2270981210631143,0.02450056561540574,0.026155896327285665,0.2196429120978291,03_04_2011_C2
intra_S,1.926479201063296e-05,0.005225884637574096,0.23588568710656815,0.0020940870190958166,0.007034949439533108,0.23484626941544479,03_04_2011_C2
inter,7.981722082537993e-05,0.00631160419737099,0.2199746595238901,0.0035064046433466163,0.009521883397645104,0.21853286511622486,03_04_2011_C2
intra_H,0.00011559590201623908,0.0054852921454743376,0.24579266014863022,0.01577179291513055,0.01986621531322618,0.23582338215520723,03_04_2011_C2
intra_S,1.927014780463364e-05,0.006798868433990279,0.20952843490934173,0.0006198456732348925,0.007083191694664695,0.20448775734658692,03_04_2011_C2
inter,4.494404591147985e-05,0.007270117856667546,0.273207289211717,0.0022645852100383053,0.009237324481710597,0.2724294721723834,03_04_2011_C2
intra_H,2.5686390998329245e-05,0.008644461176051414,0.25256103193065915,0.006480493241249813,0.013760644118823396,0.2471589277312915,03_04_2011_C2
intra_S,1.9275506577381484e-05,0.00807142128400975,0.15463471966012757,0.0003633321498852853,0.008161457771996474,0.15332142843584226,03_04_2011_C2
inter,6.874687796876273e-06,0.007215398199737036,0.21644962309360155,0.0008727924544937664,0.00793709330518499,0.2154352675285446,03_04_2011_C2
intra_H,6.106977327603708e-05,0.005635306263378352,0.20180091486403828,0.010356968733237,0.014727188515525546,0.18893107033696965,03_04_2011_C2
intra_S,1.9259439192904893e-05,0.00539516393250945,0.2893847430529891,0.000703057249234589,0.005921178604225499,0.28876667491001295,03_04_2011_C2
inter,3.211155853200265e-05,0.0062799263256941296,0.23635547548542998,0.0016473424615903686,0.007703432222052917,0.23411605980825417,03_04_2011_C2
intra_H,9.474416089323295e-05,0.005479108075727875,0.28863417157010257,0.01787669344124224,0.021887050623482857,0.28151686514917224,03_04_2011_C2
intra_S,7.706452679128175e-05,0.0053446308333542246,0.18264391279343867,0.0023639873928519932,0.007436548534557758,0.18359712466440645,03_04_2011_C2
inter,4.4965466112863754e-05,0.005539187388114682,0.23502319006885078,0.004329574320790636,0.009548704680456023,0.2323540223608213,03_04_2011_C2
intra_H,0.00010759894440602597,0.008352125704619644,0.20080659913925622,0.015356763458684463,0.02176674519929842,0.19555682581240277,03_04_2011_C2
intra_S,5.779973578073852e-05,0.006594292667321244,0.32020247153781345,0.0008712177756969918,0.007150074030571879,0.3183858261289129,03_04_2011_C2
inter,8.676639963727595e-05,0.007878871915947624,0.2676296672577791,0.002568664245272336,0.010020705681045426,0.26635210255984165,03_04_2011_C2
intra_H,4.1677613603881234e-05,0.008731583479544636,0.17692236170508727,0.00459438740448134,0.012200935815375569,0.17345580271843714,03_04_2011_C2
intra_S,1.000088900581819e-12,0.006015279963618414,0.4656903081044087,0.0015342454876785257,0.00734157253051055,0.46255201010266705,03_04_2011_C2
inter,6.423204536600199e-05,0.007876101329643611,0.26343698640737084,0.0010423193504451858,0.008691247388318382,0.26302642194727455,03_04_2011_C2
intra_H,9.47584410280383e-05,0.006685478990073649,0.22544849854514712,0.004543366678719924,0.010195175343670749,0.2206761924134989,03_04_2011_C2
intra_S,7.706987663026339e-05,0.007273340609844514,0.28159194619127514,0.0012748957918818024,0.008253590779353708,0.2791564318512477,03_04_2011_C2
inter,0.00012122000743119504,0.008166286645214522,0.23771765210314735,0.0007133806651167333,0.008606314637353831,0.23684338512692996,03_04_2011_C2
intra_H,1.2839626461966236e-05,0.006345364220231427,0.21463735626950659,0.007031399134923779,0.01249287425410936,0.20942881151406403,03_04_2011_C2
intra_S,1.000088900581843e-12,0.006740881844351787,0.16321745460161216,0.002286353502305492,0.008613168132296345,0.1598150858699023,03_04_2011_C2
inter,2.5693533050736854e-05,0.005944424669602159,0.15369040483291693,0.0014595691422336489,0.0071659856876771484,0.1527605553670594,03_04_2011_C2
intra_H,3.8543869110171635e-05,0.00820386434726974,0.2719156862254346,0.003962509237665065,0.011172618045720678,0.2589619252607258,03_04_2011_C2
intra_S,1.9275506577379573e-05,0.005749795864688612,0.2792413222009549,0.0026704492109777917,0.007949069058286132,0.2715233649294224,03_04_2011_C2
inter,3.21151300542518e-05,0.007293848071090914,0.1842690546906112,0.0013129632841023644,0.008338232594503375,0.18350144437559152,03_04_2011_C2
