pair_class,tsmi,te,gc,tsmi_krl,te_krl,gc_krl,day_file
intra_H,6.771203875551356e-05,0.007114584941442332,0.2820548948147074,0.01025197451789974,0.01642718449194532,0.2766081988196403,01_04_2011_C2
intra_S,9.63864701119251e-05,0.006365562716569018,0.22452335819335253,0.00039925916762350444,0.006542810117861907,0.22288215382520413,01_04_2011_C2
inter,0.00010281543543832693,0.006914042578196591,0.23031059888302702,0.0025803390489963843,0.009175455555383663,0.22907082122534797,01_04_2011_C2
intra_H,8.256595134663746e-05,0.006805507020743499,0.17847953612328316,0.007573649929227047,0.0134901034993747,0.1748900184428901,01_04_2011_C2
intra_S,6.422490728360316e-05,0.007664078748225778,0.13451047802206179,0.0014396154225098377,0.00862976649675321,0.1307765885437792,01_04_2011_C2
inter,5.077110215022885e-05,0.006121255224959107,0.20549438546717544,0.002087816037044327,0.007935552255030795,0.20352326989011962,01_04_2011_C2
intra_H,1.8355073562867928e-05,0.0066256361237048995,0.28444582442451,0.004562615370879224,0.0105433787126816,0.2793845002850165,01_04_2011_C2
intra_S,3.210798601766164e-05,0.006626974202762074,0.2617986035664706,0.0027944847153000382,0.008869244130144891,0.2555608964810557,01_04_2011_C2
inter,2.7528783213275666e-05,0.007635479090518006,0.2469037830592538,0.0016009579776785914,0.008928604429360306,0.244185866293038,01_04_2011_C2
intra_H,9.17881317975174e-06,0.008070537632141758,0.3273892393284087,0.008522986285729723,0.015245186940629893,0.3140086666887149,01_04_2011_C2
intra_S,1.00008890058182e-12,0.0058569026401449524,0.16702645779840108,0.0012447427656090287,0.006805672486714944,0.1634031578568785,01_04_2011_C2
inter,6.0254511890684554e-05,0.0067965411729509284,0.2103573201593562,0.0018127478713798185,0.008326057405425386,0.20770250327051848,01_04_2011_C2
intra_H,7.687967295767625e-05,0.006872732854084296,0.3145491727698505,0.019067103793561652,0.02412092270630742,0.2931702449600819,01_04_2011_C2
intra_S,1.000088900581827e-12,0.006515502656456007,0.3381371877709429,0.0012242526153759855,0.007338176145635716,0.32924949097750733,01_04_2011_C2
inter,2.1904417373966682e-05,0.005275835305457963,0.23687474452723237,0.0025650462735640916,0.00759915759412483,0.23453203335658473,01_04_2011_C2
intra_H,5.326144505352279e-05,0.005689781254447645,0.36730101102401363,0.016908210695418157,0.021472409532339014,0.3525100714371536,01_04_2011_C2
intra_S,6.419812830947535e-05,0.006917534395853501,0.3641034616203667,0.0013402116953921334,0.0078043258245658635,0.3585459758675875,01_04_2011_C2
inter,4.12797864279758e-05,0.007048035119018922,0.2547753113910512,0.0028715480918582235,0.009537924063938958,0.2522719700386108,01_04_2011_C2
intra_H,4.5876204995203523e-05,0.008353714750208666,0.2478172276339295,0.008418383362405798,0.015413917755367455,0.23711666653688615,01_04_2011_C2
intra_S,3.209906465478246e-05,0.006055582491107159,0.23193622535774563,0.0017776193516212343,0.007487397041262107,0.22822846580771125,01_04_2011_C2
inter,5.505948246450333e-05,0.007512575827083918,0.28300487009221836,0.0018672824787028693,0.008999350619641449,0.2808261749302317,01_04_2011_C2
intra_H,8.259303951501756e-05,0.007402022798416978,0.33544600349005654,0.007170894614409191,0.013367342512691564,0.31867809513530065,01_04_2011_C2
intra_S,1.0000889005818123e-12,0.006132574402681797,0.2820562939589702,0.0024452750216730343,0.008107946213659338,0.27278593873213614,01_04_2011_C2
inter,6.881048248856942e-05,0.006514082544337658,0.2599136837800632,0.0019758880379313953,0.008102277001364209,0.25424580637970307,01_04_2011_C2
intra_H,9.171162044287032e-06,0.006792447468912235,0.22382286715302271,0.015478735349329396,0.02116157842107757,0.2174278479875466,01_04_2011_C2
intra_S,6.221476731966707e-05,0.003845608003190023,0.15638579324423985,0.0008447703422446378,0.004485463011865703,0.15295547424365832,01_04_2011_C2
inter,7.006679932172054e-05,0.005103941260475364,0.2690736736717491,0.0029686725244247097,0.007772919493507625,0.26596499615772673,01_04_2011_C2
intra_H,5.8508337801212556e-05,0.007631073285971769,0.19535802170940894,0.010649714606585238,0.016901401776801477,0.185339864560355,01_04_2011_C2
intra_S,6.42159759956891e-05,0.007210575765200252,0.21202289345071357,0.0011623247103031851,0.00808018265827308,0.21109550590436862,01_04_2011_C2
inter,2.0650414556920768e-05,0.006097465053625025,0.2399498064158307,0.0019403832217426344,0.007808580872170631,0.23846435750649597,01_04_2011_C2
intra_H,3.0993268867456165e-05,0.005687137940588573,0.3003410305040994,0.006572838375069506,0.01155228358240109,0.2908879467582604,01_04_2011_C2
intra_S,1.0000889005818186e-12,0.007911334751442345,0.36412245309020824,0.0008168951931506078,0.008335713841787757,0.35893911581270205,01_04_2011_C2
inter,4.3888903673146855e-05,0.006505527660359746,0.26067499342239775,0.0009435356621255397,0.00727758014442096,0.25931258316353645,01_04_2011_C2
