win_start,win_end,src,tgt,tsmi,te,gc,krl,gate,dist,align,coloc,svar,src_group,tgt_group,tsmi_krl,te_krl,gc_krl,day_file
0,3600,1,0,1.0000889005818113e-12,0.007212898101154108,0.6832109647394241,0.02748076490829203,0.5794390418168833,28.680717750848842,0.04005496675454493,0.3088888888888889,0.45396343487581825,H,H,0.0034600946010950847,0.009746412509191825,0.649657687325582,01_04_2011_C2
0,3600,2,0,1.0000889005818113e-12,0.012319745651647285,0.9978282296108367,0.009603271463181184,0.20412585383781792,53.16976941530052,0.04183018983167173,0.13361111111111112,0.5318722852232174,H,H,0.00023069816545227907,0.012255292054269612,0.9921467855851476,01_04_2011_C2
0,3600,3,0,1.0000889005818113e-12,0.010595308605938936,0.0001070210736253685,0.008354799669259873,0.10615583948489524,88.55146370308515,-0.012755380616199729,0.0,0.8513966838405085,H,H,8.02495527083992e-05,0.010574016069750655,0.00018623418776367445,01_04_2011_C2
0,3600,4,0,0.00014554885879260854,0.006676462534432437,0.06506327531168643,0.018363837013170767,0.4487526339260263,41.86849163583478,0.061436969595423774,0.22583333333333333,0.5955116822771633,H,H,0.0017520370643420516,0.00770032334367553,0.061212309710819084,01_04_2011_C2
0,3600,5,0,1.0000889005818113e-12,0.00022189041326137193,0.5037504797788348,0.006157651038293922,0.10045531669761172,66.92070275292372,0.009291409850086895,0.0,0.1958365699214013,H,H,3.516718173809693e-05,0.00025578282567156234,0.5022302810321634,01_04_2011_C2
0,3600,6,0,0.00038529582121099706,0.005337993390237328,0.0,0.10072340419617287,0.899432352596742,22.36742841207803,0.0425637506472012,0.31416666666666665,0.7991774528177772,H,H,0.030728889136101653,0.034040906075819666,0.03047185262956723,01_04_2011_C2
0,3600,7,0,1.000088900581808e-12,0.007887685866034833,0.0,0.00856814869919622,0.0776012622525844,65.63559993999935,0.01845000523389245,0.028333333333333332,0.42889491489874776,S,H,4.0824008639938666e-05,0.007890902443110493,4.082400764465564e-05,01_04_2011_C2
0,3600,8,0,1.0000889005818428e-12,0.004849613913948447,0.48707908689833723,0.003141743630552332,0.06203787551103767,54.105507104811075,-0.006034859671838581,0.0,0.9941514279730949,S,H,1.4521301459727395e-05,0.004841758331652,0.4858530949591809,01_04_2011_C2
0,3600,9,0,1.000088900581808e-12,0.003947465276346707,0.0,0.006209248111155204,0.07737814897883967,58.23548783528223,0.01664270363292763,0.0,0.8192662829268267,S,H,3.6471536507218734e-05,0.003960697967979704,3.647153551304058e-05,01_04_2011_C2
0,3600,10,0,0.0003852958212109806,0.004532730119932271,0.0,0.014199072237824701,0.20486299390517118,34.855842441438114,0.0019133424119041156,0.21944444444444444,0.6569108873993372,S,H,0.0007733503546799277,0.004803148909161466,0.0003990319511762281,01_04_2011_C2
0,3600,0,1,1.0000889005818079e-12,0.0015653641948187857,0.0,0.1985302509869821,0.7269817118044646,28.680717750848842,0.04005496675454493,0.3088888888888889,0.45396343487581825,H,H,0.03512848701236016,0.03636231611636633,0.03512848701157216,01_04_2011_C2
0,3600,2,1,1.000088900581808e-12,0.010649097673241625,0.0,0.018743901960196093,0.49089780509561265,37.97468223504829,-0.023299468746498447,0.1663888888888889,0.8953379842595035,H,H,0.0021378042636546937,0.011562505689205738,0.002137804262770806,01_04_2011_C2
0,3600,3,1,1.0000889005818428e-12,0.007317027260457909,0.02846119113006995,0.009385827557316314,0.0775481598100152,122.31846781062092,0.01919861069807186,0.0,0.5674700398111991,H,H,4.765630125490565e-05,0.0073274546825123875,0.028367092312861095,01_04_2011_C2
0,3600,4,1,1.0000889005818428e-12,0.009464108254037207,0.9667504893653713,0.016235990260067112,0.4328373481657753,34.338214486055485,0.009353236717158807,0.245,0.8183263206172169,H,H,0.001569995145452046,0.010112741567509938,0.9435215065288008,01_04_2011_C2
0,3600,5,1,1.0000889005818113e-12,0.0073865256585128325,0.7581660308524152,0.0050615989927704445,0.13365993361816053,46.54849945447097,-0.00653159607326941,0.06638888888888889,0.5397966151119091,H,H,6.0919991591521374e-05,0.007358750178291795,0.7549028939785026,01_04_2011_C2
0,3600,6,1,1.0000889005818161e-12,0.006472340103034879,0.0,0.08936591248822134,0.8058300107229094,6.182850950503438,0.04158936693149518,0.3927777777777778,0.6122687479010611,H,H,0.02177446904551182,0.02653906690405742,0.021774469044777183,01_04_2011_C2
0,3600,7,1,1.0000889005818161e-12,0.011493962347751463,0.0,0.009300024687669566,0.16570621749618428,35.75867963306108,0.005829964776178952,0.19555555555555557,0.9635714439577145,S,H,0.00022090219833261534,0.01144244900101239,0.00022090219735650235,01_04_2011_C2
0,3600,8,1,1.0000889005818113e-12,0.013030472320801234,0.39470585739708774,0.006369300940860625,0.04671451043578511,82.76902600727384,0.0031293588741368207,0.0,0.4498717163264583,S,H,1.398589746114069e-05,0.013016036109978178,0.3941732565644856,01_04_2011_C2
0,3600,9,1,1.0000889005818113e-12,0.0,0.1145004229116453,0.005869507465593477,0.03932559710411597,82.55792939873035,0.0059038488500746215,0.0,0.33851029643158714,S,H,9.190257292565576e-06,9.190256294051769e-06,0.11434972340710584,01_04_2011_C2
0,3600,10,1,0.0005308708669669764,0.0070981096424789225,0.0,0.021219938323740486,0.2985175583745582,35.18400329766477,0.00839598336764353,0.19416666666666665,0.750267943688982,S,H,0.0015882381380375398,0.0078150993007855,0.0010850748078531096,01_04_2011_C2
0,3600,0,2,0.0003855101125459223,0.003863930829339335,0.2517369356071918,0.16699680328481767,0.7659358712233303,53.16976941530052,0.04183018983167173,0.13361111111111112,0.5318722852232174,H,H,0.029466119578014333,0.03223833062219262,0.2405886088116088,01_04_2011_C2
0,3600,1,2,1.0000889005818113e-12,0.010717021120665304,0.5939145695087564,0.02471519257288773,0.6090809785209049,37.97468223504829,-0.023299468746498447,0.1663888888888889,0.8953379842595035,H,H,0.003895810764253156,0.012899881107058008,0.5519880075606447,01_04_2011_C2
0,3600,3,2,1.0000889005818113e-12,0.0034399081651481644,0.34081313217451226,0.011827515637788074,0.08374748292635596,139.5461154915527,0.06284072323099583,0.0,0.6565858848609893,H,H,7.122892616794128e-05,0.0034902471502529504,0.33948213312445197,01_04_2011_C2
