win_start,win_end,src,tgt,tsmi,te,gc,krl,gate,dist,align,coloc,svar,src_group,tgt_group,tsmi_krl,te_krl,gc_krl,day_file
0,3600,1,0,1.0000889005818161e-12,0.0019603448606644314,0.0,0.03720911294569873,0.9542135176042884,1.9031559373655162,0.2965049983577287,0.6022222222222222,0.9462846575804605,H,H,0.016223256425799675,0.01729875894120552,0.01622325642525185,22_03_2011_C2
0,3600,2,0,1.000088900581808e-12,0.0,0.0,0.017657993929121894,0.6479017910780017,7.093669931686181,0.2569583874469916,0.5855555555555556,0.559736707460958,H,H,0.003416088787634788,0.0034160887868315915,0.0034160887868315915,22_03_2011_C2
0,3600,3,0,1.0000889005818113e-12,0.0047674328251590126,0.948614184652186,0.028729491144948972,0.8795110015714735,8.853302048956543,0.15479036535509436,0.38416666666666666,0.9506780996967198,H,H,0.009597433287151567,0.012734085504985941,0.8684568914054679,22_03_2011_C2
0,3600,4,0,1.0000889005818428e-12,0.011264367671090847,0.977371839968591,0.030872529892880533,0.9604298423333913,2.28778007320145,0.29475237748706534,0.5991666666666666,0.978432327504323,H,H,0.013790400408457868,0.019924448441174362,0.8724885484760226,22_03_2011_C2
0,3600,5,0,1.0000889005818161e-12,0.00585340765684772,0.0,0.01681746574788455,0.6952453128535663,3.7809849469255052,0.11470543380581374,0.5036111111111111,0.9501110426693106,H,H,0.004287990191909602,0.008632577040108128,0.004287990191168796,22_03_2011_C2
0,3600,6,0,1.0000889005818428e-12,0.009472382050899952,0.09493915045435297,0.014188274558655196,0.1495895178947003,48.540678165434976,0.0008051366637412307,0.08888888888888889,0.6460940065563442,S,H,0.00022070429694014864,0.009545044798092154,0.09380193544134816,22_03_2011_C2
0,3600,7,0,1.0000889005818113e-12,0.015447858056106822,0.43495048579443896,0.020306885019974033,0.3134671713333213,41.658105558474695,0.0009968278485744304,0.17722222222222223,0.96958589185697,S,H,0.0012395271475502867,0.015739870463841232,0.4200038229255042,22_03_2011_C2
0,3600,8,0,1.0000889005818113e-12,0.006435948532640401,0.06112996042117391,0.01921500561866713,0.4264293788712936,14.081133211341513,0.04306675192515262,0.39555555555555555,0.8943780264275376,S,H,0.0021218575736330196,0.007838020906081239,0.0567840040279318,22_03_2011_C2
0,3600,9,0,1.0000889005818428e-12,0.008477544259234415,0.8280661977567133,0.014418632339552312,0.20308086125014307,35.66422767937359,-0.01341247133168672,0.2011111111111111,0.7814151462768807,S,H,0.0004235133920256327,0.008650570396887759,0.8204050510628359,22_03_2011_C2
0,3600,10,0,1.0000889005818428e-12,0.008542683944866791,8.473380713591716e-05,0.014374507439923507,0.1978762762793343,42.389211189772226,-0.0036639448427137488,0.15194444444444444,0.8797458967368035,S,H,0.00041096563316370843,0.008707990858232737,0.0004932422914216627,22_03_2011_C2
