pair_class,tsmi,te,gc,tsmi_krl,te_krl,gc_krl,day_file
intra_H,1.2846765536451652e-05,0.00615224856267423,0.22292369269850212,0.00700654106785975,0.011991106037133234,0.2117695036935517,30_03_2011_C2
intra_S,5.781580614645661e-05,0.006948092333109057,0.18170149597890947,0.0029654948090345845,0.008777854713522389,0.17163688134066296,30_03_2011_C2
inter,3.212584760306462e-05,0.006147918767257214,0.22225247963970887,0.0011968288468345223,0.007043534409030922,0.21935847811651418,30_03_2011_C2
intra_H,6.906935643074355e-05,0.0044186476492768635,0.23523742260807226,0.010566119923794824,0.013845111474827417,0.22557113936760395,30_03_2011_C2
intra_S,1.9275506577381145e-05,0.0078050069888397355,0.027180397547308343,0.0011316834831102299,0.008379731302111998,0.026888993665756068,30_03_2011_C2
inter,4.9811938007073125e-05,0.005976417813694746,0.19688461526139428,0.0010405579165261975,0.006786953875173101,0.19572054147018644,30_03_2011_C2
intra_H,3.854029659500781e-05,0.008157715993601829,0.3220011029344422,0.004037712834174567,0.011246894672293761,0.31007330370417663,30_03_2011_C2
intra_S,7.709666453650888e-05,0.008528126809901736,0.25153678546104796,0.0015265295418295216,0.009222296410179295,0.24501131195513315,30_03_2011_C2
inter,1.2844982256791459e-05,0.007331506574387218,0.24306253267269237,0.0003830810360050447,0.007589325281329401,0.24209070479951186,30_03_2011_C2
intra_H,2.5689959543481714e-05,0.005584408374419573,0.23873952116654362,0.006844764734652447,0.011581099713901559,0.2225131159908087,30_03_2011_C2
intra_S,1.0000889005818422e-12,0.0066679374321706895,0.27911507254832996,0.0014028192519804086,0.007642704423383037,0.2713067156839716,30_03_2011_C2
inter,1.9270148797549687e-05,0.006796595343779932,0.2789358797818277,0.000862686727691822,0.0074852947398849805,0.27633886427504506,30_03_2011_C2
intra_H,0.00010762305424269998,0.005241864742093013,0.2198536343755446,0.0098662530171048,0.014182155296416676,0.21259940451699377,30_03_2011_C2
intra_S,5.781580316521749e-05,0.006940759254972673,0.29877064986849133,0.0015918438114557241,0.00798857616064602,0.28953205279289007,30_03_2011_C2
inter,7.066970975316245e-05,0.006247883984157277,0.3289099584419989,0.0013213350773011875,0.007289737917832358,0.32695250785922375,30_03_2011_C2
intra_H,2.5682820468996863e-05,0.005260338571966275,0.2664174174930674,0.014879895889527624,0.018661950180390314,0.2501553295850749,30_03_2011_C2
intra_S,0.00011559946460389819,0.0038991070087878166,0.18039931658874525,0.0015629095275227778,0.005218986945664238,0.17529294200669637,30_03_2011_C2
inter,6.022530972843014e-05,0.0046472863797118085,0.3409005479603488,0.001712222487638733,0.006136010128135058,0.33851812895217404,30_03_2011_C2
intra_H,0.00013812577468165816,0.004302980082765765,0.3325759822076249,0.015771886305362928,0.019132591431743975,0.31995598684623583,30_03_2011_C2
intra_S,3.852958599745061e-05,0.004573691988732731,0.21946909698290237,0.0011209455692500296,0.005430449874506557,0.21738824715632035,30_03_2011_C2
inter,5.7812905853905614e-05,0.00436840460669076,0.23200757339876088,0.0019221839386296612,0.006069745183869306,0.23062098376379378,30_03_2011_C2
intra_H,5.137991808687739e-05,0.004035925665018869,0.30956585356599714,0.013456131512280232,0.01696870635774404,0.2991575924397237,30_03_2011_C2
intra_S,1.0000889005818244e-12,0.006068965073546928,0.28839016547872665,0.00034231273506632915,0.00631412631323081,0.28426189063878937,30_03_2011_C2
inter,3.8542081859672935e-05,0.004388894879087513,0.2355057622112619,0.002021781750412779,0.006225300524345696,0.23399722134247253,30_03_2011_C2
intra_H,9.478121263086365e-05,0.007081794322488751,0.32138317205835315,0.005512616281511747,0.011615765528357932,0.30544412379297964,30_03_2011_C2
intra_S,1.0000889005818258e-12,0.006360499942115294,0.21273396091955213,0.002459057285574841,0.008422989782818788,0.20826752287709654,30_03_2011_C2
inter,5.381220183398423e-05,0.0055524321703641485,0.3162249626953217,0.0012502385736587417,0.006538282011911496,0.3127778544313659,30_03_2011_C2
intra_H,1.0000889005818299e-12,0.007114360483903755,0.22440752255147559,0.0035240541270691863,0.010060565931528678,0.21721625948310216,30_03_2011_C2
intra_S,7.706988854030301e-05,0.006520645915431533,0.17726332768985914,0.003112400407374317,0.009066957425245858,0.17409680476158326,30_03_2011_C2
inter,3.854386811725877e-05,0.00717259985328701,0.20556416296219088,0.00133023789599755,0.008283580908085002,0.204123063719602,30_03_2011_C2
intra_H,1.0000889005818357e-12,0.006268400895365038,0.2395965050585576,0.011407016710563201,0.016558473521020804,0.23114730485786075,30_03_2011_C2
intra_S,1.9275506577379966e-05,0.00740737814549749,0.3019278710322184,0.00043725977409733,0.007621684133349076,0.29908353836989743,30_03_2011_C2
inter,1.0000889005818204e-12,0.005796147077626301,0.21931679414303235,0.001801027468154087,0.007409689560078516,0.21767582341357963,30_03_2011_C2
