recall,precision,threshold
1.0,0.46060606060606063,
1.0,0.46066951370712217,1.0436265819887285e-06
1.0,0.4607329842931937,1.8489516825524394e-06
0.999700956937799,0.460658674383354,1.8823741501524606e-06
0.999700956937799,0.46072216097023155,1.915734811534763e-06
0.9994019138755981,0.46064782908339075,3.4263480141645413e-06
0.9994019138755981,0.46071133167907363,3.9813654621999895e-06
0.9994019138755981,0.46077485178546806,4.370252803207087e-06
0.9994019138755981,0.460838389409818,6.064797387454142e-06
0.9994019138755981,0.4609019445593711,6.499648138187711e-06
0.9994019138755981,0.4609655172413793,8.05670225425251e-06
0.9994019138755981,0.46102910746309833,8.900655884625008e-06
0.9994019138755981,0.4610927152317881,9.190256294051769e-06
0.9994019138755981,0.4611563405547123,9.5113087963515e-06
0.9991028708133971,0.46108197626276565,9.76185836318034e-06
0.9991028708133971,0.4611456176673568,9.962066338335814e-06
0.9991028708133971,0.4612092766427388,1.1889318305818781e-05
0.9991028708133971,0.46127295319618944,1.2137467239123754e-05
0.9991028708133971,0.46133664733499036,1.2492031461056564e-05
0.9988038277511961,0.461262256594393,1.2654774812263073e-05
0.9988038277511961,0.4613259668508287,1.3018640453667274e-05
0.9985047846889952,0.46125155408205554,1.3986466011264416e-05
0.9985047846889952,0.46131528046421666,1.4060137460821538e-05
0.9985047846889952,0.4613790244576482,1.4116708511923811e-05
0.9982057416267942,0.4613045881702598,1.4262396158935851e-05
0.9982057416267942,0.46136834830684176,1.4796420358591731e-05
0.9982057416267942,0.46143212607132983,1.4890918338144302e-05
0.9982057416267942,0.4614959214710355,1.545070703774115e-05
0.9982057416267942,0.4615597345132743,1.5919703736672887e-05
0.9982057416267942,0.4616235652053658,1.6842954425687164e-05
0.9982057416267942,0.4616874135546335,1.6979473219943613e-05
0.9982057416267942,0.46175127956840506,1.742047686045618e-05
0.9982057416267942,0.4618151632540122,1.820638270776689e-05
0.9979066985645934,0.46174069461740697,1.8546886821965714e-05
0.9979066985645934,0.46180459451978967,1.8968444056698085e-05
0.9979066985645934,0.46186851211072666,1.977606498397474e-05
0.9979066985645934,0.4619324473975637,1.987277502073413e-05
0.9979066985645934,0.46199640038765055,1.994931785427848e-05
0.9979066985645934,0.4620603710883412,2.0256949178492674e-05
0.9979066985645934,0.4621243595069935,2.1433426495216757e-05
0.9979066985645934,0.46218836565096955,2.164273486015731e-05
0.9979066985645934,0.4622523895276354,2.169394270244529e-05
0.9979066985645934,0.46231643114436133,2.2586081417650908e-05
0.9976076555023924,0.46224192877927117,2.3868249033363002e-05
0.9976076555023924,0.4623059866962306,2.4795236836916543e-05
0.9976076555023924,0.4623700623700624,2.4861073297117302e-05
0.9976076555023924,0.46243415580815084,2.4877064224911938e-05
0.9976076555023924,0.4624982670178844,2.6772613330441716e-05
0.9976076555023924,0.46256239600665555,2.7021599831321116e-05
0.9976076555023924,0.46262654278186105,2.7248727577274366e-05
0.9976076555023924,0.4626907073509015,2.7637865921793406e-05
0.9973086124401914,0.4626161742266611,2.8246928415013038e-05
0.9973086124401914,0.4626803551609323,2.89245763985215e-05
0.9973086124401914,0.4627445539059248,2.902263914726775e-05
0.9973086124401914,0.46280877046905355,3.1458356141991457e-05
0.9970095693779905,0.462734212352533,3.153625848423077e-05
0.9970095693779905,0.4627984453081621,3.291346218733457e-05
0.9970095693779905,0.4628626960988477,3.3133046015083585e-05
0.9967105263157895,0.46278811441266315,3.4418292691472325e-05
0.9967105263157895,0.46285238161366477,3.508651853661296e-05
0.9967105263157895,0.46291666666666664,3.5092991877385404e-05
0.9967105263157895,0.4629809695791082,3.5495986185304716e-05
0.9964114832535885,0.4629063628785774,3.567007082009172e-05
0.9964114832535885,0.4629706822287064,3.57982740518997e-05
0.9964114832535885,0.46303501945525294,3.605787554425279e-05
0.9964114832535885,0.46309937456567063,3.6187476771646e-05
0.9964114832535885,0.4631637475674173,3.6620059011309414e-05
0.9964114832535885,0.46322813846795496,3.7807136720475184e-05
0.9964114832535885,0.4632925472747497,3.8637835049676985e-05
0.9964114832535885,0.46335697399527187,3.875766966059684e-05
0.9964114832535885,0.4634214186369958,3.987199931025684e-05
0.9964114832535885,0.4634858812074002,4.0283623257569266e-05
0.9964114832535885,0.46355036171396774,4.0906637447767325e-05
0.9964114832535885,0.46361486016418535,4.1367104250421594e-05
0.9964114832535885,0.4636793765655441,4.1397149175187696e-05
0.9964114832535885,0.4637439109255393,4.202548474429037e-05
0.9964114832535885,0.46380846325167036,4.22173012996627e-05
0.9964114832535885,0.4638730335514409,4.2256128463009005e-05
0.9961124401913876,0.46379838485101643,4.24709302311369e-05
0.9961124401913876,0.4638629717309567,4.259237446819019e-05
0.9961124401913876,0.46392757660167133,4.276733284181743e-05
0.9961124401913876,0.4639921994706784,4.278317253527043e-05
0.9961124401913876,0.46405684034550015,4.391839160436915e-05
0.9961124401913876,0.4641214992336631,4.42977081870695e-05
0.9958133971291866,0.46404682274247494,4.437121051414673e-05
0.9955143540669856,0.46397212543554006,4.440973129673537e-05
0.9955143540669856,0.4640367995539448,4.5947476762394814e-05
0.9955143540669856,0.46410149170500486,4.703278429676113e-05
0.9955143540669856,0.46416620189626323,4.77351589796465e-05
0.9955143540669856,0.46423093013526706,4.796510904442143e-05
0.9955143540669856,0.46429567642956765,4.856923974908856e-05
0.9955143540669856,0.4643604407867206,4.864262226366352e-05
0.9952153110047847,0.4642857142857143,4.9883163370408805e-05
0.9952153110047847,0.4643504953257988,5.015585766539791e-05
0.9952153110047847,0.464415294445995,5.0219648828415537e-05
0.9949162679425837,0.46434054431263083,5.121793604208117e-05
0.9946172248803827,0.46426577331099944,5.29093736437769e-05
0.9946172248803827,0.46433058774256597,5.437273053627182e-05
0.9946172248803827,0.4643954202736666,5.582630143992768e-05
0.9943181818181818,0.46432062561094817,5.744197929081879e-05
0.9940191387559809,0.4642458100558659,5.7895543036939316e-05
0.9940191387559809,0.4643106579131164,5.7940310710070985e-05
0.99372009569378,0.4642358200614697,5.99271897885064e-05
0.99372009569378,0.4643006846444041,5.9961863808587916e-05
0.99372009569378,0.4643655673560648,6.001644302414267e-05
0.99372009569378,0.4644304682040531,6.162439159555781e-05
0.99372009569378,0.4644953871959743,6.488762175911462e-05
0.99372009569378,0.464560324339438,6.537444979642397e-05
0.99372009569378,0.4646252796420582,6.902072323258816e-05
0.99372009569378,0.46469025311145296,6.941284353897674e-05
0.99372009569378,0.46475524475524477,6.950639275446362e-05
0.99372009569378,0.4648202545810603,7.090964242750591e-05
0.99372009569378,0.4648852825965305,7.170818007767297e-05
0.99372009569378,0.4649503288092906,7.36854329315022e-05
0.99372009569378,0.46501539322698016,7.483406816384083e-05
0.99372009569378,0.4650804758572428,7.492493125188331e-05
0.99372009569378,0.46514557670772677,7.689546134095829e-05
0.99372009569378,0.46521069578608426,7.742931666141366e-05
0.99372009569378,0.465275833099972,7.813805101569045e-05
0.99372009569378,0.4653409886570508,7.881252716571114e-05
0.993421052631579,0.46526610644257704,7.931963916916108e-05
0.993421052631579,0.46533127889060094,8.056883473399261e-05
0.993421052631579,0.46539646959932757,8.080444124094994e-05
0.993122009569378,0.46532156368221944,8.0961568011976e-05
0.993122009569378,0.4653867713004484,8.183936532140438e-05
0.993122009569378,0.4654519971969166,8.272709989595065e-05
0.993122009569378,0.46551724137931033,8.288444789922062e-05
0.993122009569378,0.46558250385532035,8.36169146308921e-05
0.993122009569378,0.4656477846326416,8.565206159561554e-05
0.993122009569378,0.4657130837189735,8.697191291013145e-05
0.993122009569378,0.4657784011220196,8.703223701329743e-05
0.993122009569378,0.465843736849488,8.747332193624274e-05
0.993122009569378,0.4659090909090909,8.798609922284017e-05
0.993122009569378,0.465974463308545,8.823835326937482e-05
0.993122009569378,0.46603985405557113,8.849249561494187e-05
0.993122009569378,0.46610526315789474,8.862337066908372e-05
0.993122009569378,0.46617069062324534,8.929876692415986e-05
0.993122009569378,0.466236136459357,8.953539743019049e-05
0.993122009569378,0.466301600673968,8.99102729165904e-05
0.993122009569378,0.46636708327482096,9.202958262130355e-05
0.993122009569378,0.46643258426966294,9.424776123201976e-05
0.993122009569378,0.4664981036662453,9.502468614884021e-05
0.992822966507177,0.4664231525709469,9.530416092470948e-05
0.992822966507177,0.46648868905437685,9.721662072499934e-05
0.992822966507177,0.46655424395727935,9.852146317231914e-05
0.992822966507177,0.46661981728742097,9.857484232653211e-05
0.992822966507177,0.4666854090525724,9.951811789963052e-05
0.992822966507177,0.46675101926050894,9.984051553553559e-05
0.992822966507177,0.4668166479190101,0.00010031449057726433
0.992822966507177,0.46688229503585993,0.0001017329728675843
