method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
gc_plus_krl,1,114,0.3684210526315789,0.2798708238133291,0.45697128144982874,0.631578947368421,0.5430287185501712,0.7201291761866708
