method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
gc_only,1,114,0.18421052631578946,0.1130482361883549,0.255372816443224,0.45614035087719296,0.3647087527335931,0.5475719490207928
