recall,precision,threshold
1.0,0.5,
1.0,0.5022026431718062,-1.982916407798054
1.0,0.504424778761062,-1.9798795422172155
1.0,0.5066666666666667,-0.6459598725081402
0.9912280701754386,0.5044642857142857,-0.6456960883998375
0.9912280701754386,0.5067264573991032,-0.6454419043772137
0.9912280701754386,0.509009009009009,-0.645427368990142
0.9824561403508771,0.5067873303167421,-0.6452506566683069
0.9824561403508771,0.509090909090909,-0.644928434381925
0.9824561403508771,0.5114155251141552,-0.6448222231691131
0.9736842105263158,0.5091743119266054,-0.6443569317073908
0.9649122807017544,0.5069124423963134,-0.644265498552751
0.956140350877193,0.5046296296296297,-0.6395103773944949
0.956140350877193,0.5069767441860465,-0.6344016142813539
0.956140350877193,0.5093457943925234,-0.6333312396957621
0.956140350877193,0.5117370892018779,-0.627273534006498
0.956140350877193,0.5141509433962265,-0.5674965325650725
0.9473684210526315,0.5118483412322274,-0.5674942136329448
0.9385964912280702,0.5095238095238095,-0.5674294642669977
0.9385964912280702,0.5119617224880383,-0.5670671338738946
0.9298245614035088,0.5096153846153846,-0.5669677032190561
0.9298245614035088,0.5120772946859904,-0.5667578213805082
0.9210526315789473,0.5097087378640777,-0.5666041275590955
0.9210526315789473,0.5121951219512195,-0.5654546588566383
0.9210526315789473,0.5147058823529411,-0.5653300585793322
0.9122807017543859,0.5123152709359606,-0.5581239679851732
0.9122807017543859,0.5148514851485149,-0.4037864504329791
0.9122807017543859,0.5174129353233831,-0.40378645042997496
0.9035087719298246,0.515,-0.40378645042996664
0.8947368421052632,0.5125628140703518,-0.4037864504025904
0.8859649122807017,0.51010101010101,-0.4035865110394085
0.8771929824561403,0.5076142131979695,-0.40315128173823267
0.8771929824561403,0.5102040816326531,-0.4018905983935692
0.868421052631579,0.5076923076923077,-0.4010628225519352
0.868421052631579,0.5103092783505154,-0.38785910215361796
0.868421052631579,0.5129533678756477,-0.3838713173122507
0.8596491228070176,0.5104166666666666,-0.3820624361328452
0.8508771929824561,0.5078534031413613,-0.3390610793961681
0.8421052631578947,0.5052631578947369,-0.3332097238969744
0.8421052631578947,0.5079365079365079,-0.31290631084500947
0.8421052631578947,0.5106382978723404,-0.310127330525465
0.8421052631578947,0.5133689839572193,-0.31004820214562684
0.8333333333333334,0.510752688172043,-0.31004323452497984
0.8245614035087719,0.5081081081081081,-0.31001974771788393
0.8245614035087719,0.5108695652173914,-0.31001899894421053
0.8245614035087719,0.5136612021857924,-0.2963647360393508
0.8245614035087719,0.5164835164835165,-0.2927849984943254
0.8157894736842105,0.5138121546961326,-0.29244604355348525
0.8157894736842105,0.5166666666666667,-0.28712463199331784
0.8157894736842105,0.5195530726256983,-0.2807236016819581
0.8157894736842105,0.5224719101123596,-0.2743319955534566
0.8157894736842105,0.5254237288135594,-0.2695619317012867
0.8070175438596491,0.5227272727272727,-0.2690751549607955
0.7982456140350878,0.52,-0.2687703796134154
0.7894736842105263,0.5172413793103449,-0.26851187421091793
0.7807017543859649,0.5144508670520231,-0.26785983242261824
0.7719298245614035,0.5116279069767442,-0.2671955744373952
0.7631578947368421,0.5087719298245614,-0.26717225904603603
0.7631578947368421,0.5117647058823529,-0.26716276287559476
0.7631578947368421,0.514792899408284,-0.2671471884220118
0.7543859649122807,0.5119047619047619,-0.2671444076788539
0.7543859649122807,0.5149700598802395,-0.26712855289928483
0.7456140350877193,0.5120481927710844,-0.2671106563629604
0.7368421052631579,0.509090909090909,-0.267100827613945
0.7368421052631579,0.5121951219512195,-0.2671000767488905
0.7368421052631579,0.5153374233128835,-0.26709915181553356
0.7280701754385965,0.5123456790123457,-0.2655399770032547
0.7192982456140351,0.5093167701863354,-0.2640723349014941
0.7192982456140351,0.5125,-0.2610553004589222
0.7105263157894737,0.5094339622641509,-0.26065755943291147
0.7105263157894737,0.5126582278481012,-0.25631484678292893
0.7105263157894737,0.5159235668789809,-0.2560712061717998
0.7017543859649122,0.5128205128205128,-0.2553217654558508
0.6929824561403509,0.5096774193548387,-0.25409251993500626
0.6929824561403509,0.512987012987013,-0.25405414604859694
0.6842105263157895,0.5098039215686274,-0.25403875617534183
0.6754385964912281,0.506578947368421,-0.25403357552378003
0.6754385964912281,0.5099337748344371,-0.253980773695918
0.6754385964912281,0.5133333333333333,-0.2539735492173104
0.6666666666666666,0.5100671140939598,-0.25390893257863817
0.6666666666666666,0.5135135135135135,-0.2539063494081503
0.6666666666666666,0.5170068027210885,-0.25387610270740546
0.6578947368421053,0.5136986301369864,-0.25386312778908277
0.6578947368421053,0.5172413793103449,-0.25385845023945736
0.6578947368421053,0.5208333333333334,-0.2538536071602549
0.6578947368421053,0.5244755244755245,-0.25385056322875504
0.6578947368421053,0.528169014084507,-0.2538493625111926
0.6578947368421053,0.5319148936170213,-0.2538492161625573
0.6578947368421053,0.5357142857142857,-0.25384921419900414
0.6578947368421053,0.539568345323741,-0.25384907568993464
0.6578947368421053,0.5434782608695652,-0.2538489251106192
0.6578947368421053,0.5474452554744526,-0.2538488956343564
0.6578947368421053,0.5514705882352942,-0.25384888559353896
0.6578947368421053,0.5555555555555556,-0.25384883829486554
0.6578947368421053,0.5597014925373134,-0.2538488087608613
0.6578947368421053,0.5639097744360902,-0.2538488071729419
0.6491228070175439,0.5606060606060606,-0.2538487956920279
0.6491228070175439,0.5648854961832062,-0.25384879150260947
0.6491228070175439,0.5692307692307692,-0.2538487883697702
0.6403508771929824,0.5658914728682171,-0.2538487883594226
0.6403508771929824,0.5703125,-0.2538487839322676
0.6403508771929824,0.5748031496062992,-0.2538487829650949
0.631578947368421,0.5714285714285714,-0.2538487827398904
0.6228070175438597,0.568,-0.2538487819122702
0.6228070175438597,0.5725806451612904,-0.25384878158441193
0.6140350877192983,0.5691056910569106,-0.2538487814953187
0.6140350877192983,0.5737704918032787,-0.25384878147110507
0.6052631578947368,0.5702479338842975,-0.2538487814648718
0.5964912280701754,0.5666666666666667,-0.2538487814635878
0.5964912280701754,0.5714285714285714,-0.25384878146327666
0.5877192982456141,0.5677966101694916,-0.2538487814602526
0.5789473684210527,0.5641025641025641,-0.12369438110272468
0.5789473684210527,0.5689655172413793,-0.12316222682574816
0.5789473684210527,0.5739130434782609,-0.12188297588929684
0.5789473684210527,0.5789473684210527,-0.08275641982550602
0.5701754385964912,0.5752212389380531,-0.0824991362501809
0.5701754385964912,0.5803571428571429,-0.08189340125456294
0.5614035087719298,0.5765765765765766,-0.07798036336687489
0.5526315789473685,0.5727272727272728,-0.06102489753755081
0.543859649122807,0.5688073394495413,-0.0584998072469164
0.543859649122807,0.5740740740740741,-0.058190928612775916
0.5350877192982456,0.5700934579439252,-0.05442406891103254
0.5350877192982456,0.5754716981132075,-0.032784289233278266
0.5350877192982456,0.580952380952381,-0.011221508534462597
0.5263157894736842,0.5769230769230769,0.010169413801091695
0.5175438596491229,0.5728155339805825,0.013800111865400685
0.5175438596491229,0.5784313725490197,0.034553939640989545
0.5175438596491229,0.5841584158415841,0.03830651068506684
0.5087719298245614,0.58,0.03924476527562605
0.5,0.5757575757575758,0.03978060305466627
0.49122807017543857,0.5714285714285714,0.039783254069673424
0.49122807017543857,0.5773195876288659,0.04078124479500478
0.4824561403508772,0.5729166666666666,0.059646873710969155
0.4824561403508772,0.5789473684210527,0.063976523196286
0.47368421052631576,0.574468085106383,0.06849681250585876
0.4649122807017544,0.5698924731182796,0.06923218620434832
0.4649122807017544,0.5760869565217391,0.06928964304456775
0.45614035087719296,0.5714285714285714,0.06936184052893363
0.4473684210526316,0.5666666666666667,0.06955574222622193
0.43859649122807015,0.5617977528089888,0.06987450815929462
0.43859649122807015,0.5681818181818182,0.06989170325808511
0.4298245614035088,0.5632183908045977,0.06996580491305483
0.42105263157894735,0.5581395348837209,0.0699831593702599
0.41228070175438597,0.5529411764705883,0.06999191746397082
0.40350877192982454,0.5476190476190477,0.06999408342402455
0.40350877192982454,0.5542168674698795,0.07001794125422905
0.39473684210526316,0.5487804878048781,0.07002698921827086
0.38596491228070173,0.5432098765432098,0.07002774932785882
0.37719298245614036,0.5375,0.07003107442245711
0.3684210526315789,0.5316455696202531,0.07003120678048627
0.3684210526315789,0.5384615384615384,0.07003529113476822
0.3684210526315789,0.5454545454545454,0.07003598162626347
0.3684210526315789,0.5526315789473685,0.07003677683715882
0.35964912280701755,0.5466666666666666,0.07003713021902147
0.35964912280701755,0.5540540540540541,0.07003731623331687
0.3508771929824561,0.547945205479452,0.07003827190026107
0.34210526315789475,0.5416666666666666,0.07003841228062894
0.3333333333333333,0.5352112676056338,0.07003865235885665
0.3333333333333333,0.5428571428571428,0.07003878106205444
0.3333333333333333,0.5507246376811594,0.07003889981764969
0.3333333333333333,0.5588235294117647,0.07003890493753824
0.3333333333333333,0.5671641791044776,0.07003890511817293
0.3333333333333333,0.5757575757575758,0.07003890523526946
0.3333333333333333,0.5846153846153846,0.07003890528296529
0.3333333333333333,0.59375,0.070038905301513
0.3333333333333333,0.6031746031746031,0.07003890530806489
0.3333333333333333,0.6129032258064516,0.07003890530810596
0.3333333333333333,0.6229508196721312,0.07003890530823279
0.32456140350877194,0.6166666666666667,0.07003890530825188
0.32456140350877194,0.6271186440677966,0.07003890530826123
0.32456140350877194,0.6379310344827587,0.07003890530827446
0.32456140350877194,0.6491228070175439,0.7379340108153849
0.3157894736842105,0.6428571428571429,0.7520278059286827
0.30701754385964913,0.6363636363636364,0.7917139840657976
0.30701754385964913,0.6481481481481481,0.7997026641845989
0.30701754385964913,0.660377358490566,0.7997050114396367
0.2982456140350877,0.6538461538461539,0.7997508386279527
0.2982456140350877,0.6666666666666666,0.7997703946954001
0.2982456140350877,0.68,0.7998022494414007
0.2982456140350877,0.6938775510204082,0.8004435638437211
0.2982456140350877,0.7083333333333334,0.8024774984399066
0.2982456140350877,0.723404255319149,0.8024774984808352
0.2982456140350877,0.7391304347826086,0.8024774986349177
0.2894736842105263,0.7333333333333333,0.8024774988193777
0.2807017543859649,0.7272727272727273,0.8024775020676533
0.2719298245614035,0.7209302325581395,0.8024775059485761
0.2719298245614035,0.7380952380952381,0.802477507605952
0.2631578947368421,0.7317073170731707,0.8024775107125175
0.2543859649122807,0.725,0.8024775134233596
0.24561403508771928,0.717948717948718,0.8024775247898767
0.24561403508771928,0.7368421052631579,0.8024775840161585
0.23684210526315788,0.7297297297297297,0.8024776066772045
0.23684210526315788,0.75,0.8024776148824088
0.23684210526315788,0.7714285714285715,0.8024776262915001
0.22807017543859648,0.7647058823529411,0.8024780918841798
0.21929824561403508,0.7575757575757576,0.8024782754877282
0.21052631578947367,0.75,0.8024784647474504
0.20175438596491227,0.7419354838709677,0.8024789934291501
0.20175438596491227,0.7666666666666667,0.8024801184679013
0.19298245614035087,0.7586206896551724,0.8024805647526388
0.18421052631578946,0.75,0.8024807462978576
0.17543859649122806,0.7407407407407407,0.8024818395973927
0.17543859649122806,0.7692307692307693,0.8024822048656151
0.17543859649122806,0.8,0.8024828580421143
0.16666666666666666,0.7916666666666666,0.8024832868426727
0.15789473684210525,0.782608695652174,0.802485128226417
0.14912280701754385,0.7727272727272727,0.802493659441723
0.14912280701754385,0.8095238095238095,0.8025087838054952
0.14035087719298245,0.8,0.8025182328160316
0.14035087719298245,0.8421052631578947,0.8025249244957994
0.14035087719298245,0.8888888888888888,0.8025254678492787
0.13157894736842105,0.8823529411764706,0.802547717654361
0.12280701754385964,0.875,0.8027514262799611
0.11403508771929824,0.8666666666666667,0.8028006261996338
0.10526315789473684,0.8571428571428571,0.8029308733257594
0.09649122807017543,0.8461538461538461,0.802960626071729
0.08771929824561403,0.8333333333333334,0.8030393424634398
0.07894736842105263,0.8181818181818182,0.8031476229428384
0.07017543859649122,0.8,0.8035812034756425
0.07017543859649122,0.8888888888888888,0.803610397859299
0.06140350877192982,0.875,0.8043856515178707
0.05263157894736842,0.8571428571428571,0.8071504971736279
0.043859649122807015,0.8333333333333334,0.8132558765158608
0.03508771929824561,0.8,0.8136088631528221
0.02631578947368421,0.75,0.8264223747736051
0.02631578947368421,1.0,0.8265147498813568
0.017543859649122806,1.0,0.8291857577165057
0.008771929824561403,1.0,0.8291931733659061
0.0,1.0,0.83113348167793
