win_end,delta_0to1_minus_1to0
600,-0.07899216928908415
1200,-1.0896182914350407
1800,0.01001818885289718
2400,0.014663092626506002
3000,-1.5015070853330315e-09
3600,0.3208300912139025
4200,0.3856611612319376
4800,0.0012606833446634491
5400,-8.326672684688674e-15
6000,0.014010618223614102
6600,-1.67289666008017
7200,0.047677205510954
7800,0.7152895564859566
8400,-0.12321375787933925
9000,-1.835519674087127e-05
9600,-1.093979478197819
10200,0.013191485350118048
10800,-0.07793315535719714
11400,0.7324944555121489
12000,-0.2845014093545483
12600,0.856948993406832
13200,-0.3003957049511275
13800,0.09091009186944642
14400,-0.08680446639675188
15000,-0.7591571917396427
15600,-0.3234048179161566
16200,1.0695187188045165
16800,-0.24910243298791418
17400,0.08515472998801776
18000,-1.3356140436644646
18600,0.7324418465676403
19200,-0.2138655997891699
19800,0.3772568549585003
20400,-0.002671007835148953
21000,-0.2966842792432229
21600,-0.32308274943310333
22200,-0.8137022548323202
22800,1.4228751232803205e-08
23400,-1.3265526257216775e-05
24000,0.0115664277859443
24600,0.07893826701932927
25200,7.235033247066092e-06
25800,0.32388768677293667
26400,0.32388768680359314
27000,-1.0568882380977962
27600,0.32380063583672325
28200,-0.34980225301388396
28800,-0.9530164575672269
29400,-0.3068797548701998
30000,7.059279893972814e-08
30600,-0.7329217207634677
31200,1.0537414203599407
31800,-1.0563263906094722
32400,-0.732763849362475
33000,-0.7324387210055989
33600,0.07215442343805217
34200,0.3241278110697745
34800,1.2747212241315253e-07
35400,-0.030190301820791923
36000,0.3238876880479964
36600,-0.3238146136739161
37200,-1.056779711620625
37800,0.00016439714893816404
38400,-0.3260631236357706
39000,-0.12821867794063474
39600,-1.0563262921836225
40200,1.1845712199383405
40800,-0.04571073640761425
41400,1.0563262799001591
42000,-0.32388721945357085
42600,0.32699998319447476
43200,0.742835331154646
43800,-0.7496323399565361
44400,-0.5869420971302973
45000,-1.0563299272638313
45600,-0.7663692523786231
46200,-0.3800868545044835
46800,-1.0566003118735001
47400,-0.32435837975637405
48000,-0.26765856210485806
48600,-1.0588425369650825
49200,-0.7033683699147836
49800,0.730440408912467
50400,-0.323842874926634
51000,-0.0007752536585716729
51600,-1.4445730617970658
52200,-0.7332580746097932
52800,-1.0720452185439593
53400,-0.323884681582712
54000,-0.7324386007133067
54600,-6.4574999791844334e-09
55200,-0.9256405023134764
55800,0.0020994056876655343
56400,-1.0563550961365555
57000,-0.0006701243079206831
57600,-0.1519203904728338
58200,4.393294663840308e-06
58800,-0.7324429343144274
59400,1.0563262868402576
60000,-0.17833448341605404
60600,-0.666518299282124
61200,-0.0027071300944765397
61800,-0.001103695869690502
62400,-0.013284060632929029
63000,-1.1192073732679306
63600,-3.03886915631324e-11
64200,0.3371495614811333
64800,-6.7388872260210064e-12
65400,0.0001846504131608473
66000,-0.00046300631479911925
66600,-0.732440775650863
67200,-0.7324462232888788
67800,0.9932557762712357
68243,0.013203720398317242
