method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
te_only,1,114,0.20175438596491227,0.12808561770514695,0.27542315422467756,0.40350877192982454,0.3134487254955975,0.4935688183640516
