method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
tsmi_only,1,114,0.11403508771929824,0.05568639135742134,0.17238378408117513,0.22807017543859648,0.15104604493810897,0.305094305939084
