fpr,tpr,threshold
0.0,0.0,inf
0.0,0.008771929824561403,0.83113348167793
0.0,0.02631578947368421,0.8291857577165057
0.008771929824561403,0.02631578947368421,0.8265147498813568
0.008771929824561403,0.07017543859649122,0.8043856515178707
0.017543859649122806,0.07017543859649122,0.803610397859299
0.017543859649122806,0.14035087719298245,0.802547717654361
0.03508771929824561,0.14035087719298245,0.8025249244957994
0.03508771929824561,0.14912280701754385,0.8025182328160316
0.043859649122807015,0.14912280701754385,0.8025087838054952
0.043859649122807015,0.17543859649122806,0.8024832868426727
0.06140350877192982,0.17543859649122806,0.8024822048656151
0.06140350877192982,0.20175438596491227,0.8024805647526388
0.07017543859649122,0.20175438596491227,0.8024801184679013
0.07017543859649122,0.23684210526315788,0.8024780918841798
0.08771929824561403,0.23684210526315788,0.8024776148824088
0.08771929824561403,0.24561403508771928,0.8024776066772045
0.09649122807017543,0.24561403508771928,0.8024775840161585
0.09649122807017543,0.2719298245614035,0.8024775107125175
0.10526315789473684,0.2719298245614035,0.802477507605952
0.10526315789473684,0.2982456140350877,0.8024774988193777
0.15789473684210525,0.2982456140350877,0.7997703946954001
0.15789473684210525,0.30701754385964913,0.7997508386279527
0.17543859649122806,0.30701754385964913,0.7997026641845989
0.17543859649122806,0.32456140350877194,0.7520278059286827
0.20175438596491227,0.32456140350877194,0.07003890530826123
0.20175438596491227,0.3333333333333333,0.07003890530825188
0.2894736842105263,0.3333333333333333,0.07003878106205444
0.2894736842105263,0.35964912280701755,0.07003827190026107
0.2982456140350877,0.35964912280701755,0.07003731623331687
0.2982456140350877,0.3684210526315789,0.07003713021902147
0.32456140350877194,0.3684210526315789,0.07003529113476822
0.32456140350877194,0.40350877192982454,0.07002698921827086
0.3333333333333333,0.40350877192982454,0.07001794125422905
0.3333333333333333,0.43859649122807015,0.06996580491305483
0.34210526315789475,0.43859649122807015,0.06989170325808511
0.34210526315789475,0.4649122807017544,0.06936184052893363
0.3508771929824561,0.4649122807017544,0.06928964304456775
0.3508771929824561,0.4824561403508772,0.06849681250585876
0.35964912280701755,0.4824561403508772,0.063976523196286
0.35964912280701755,0.49122807017543857,0.059646873710969155
0.3684210526315789,0.49122807017543857,0.04078124479500478
0.3684210526315789,0.5175438596491229,0.03924476527562605
0.38596491228070173,0.5175438596491229,0.034553939640989545
0.38596491228070173,0.5350877192982456,0.010169413801091695
0.40350877192982454,0.5350877192982456,-0.032784289233278266
0.40350877192982454,0.543859649122807,-0.05442406891103254
0.41228070175438597,0.543859649122807,-0.058190928612775916
0.41228070175438597,0.5701754385964912,-0.07798036336687489
0.42105263157894735,0.5701754385964912,-0.08189340125456294
0.42105263157894735,0.5789473684210527,-0.0824991362501809
0.4473684210526316,0.5789473684210527,-0.12316222682574816
0.4473684210526316,0.5964912280701754,-0.2538487814602526
0.45614035087719296,0.5964912280701754,-0.25384878146327666
0.45614035087719296,0.6140350877192983,-0.2538487814648718
0.4649122807017544,0.6140350877192983,-0.25384878147110507
0.4649122807017544,0.6228070175438597,-0.2538487814953187
0.47368421052631576,0.6228070175438597,-0.25384878158441193
0.47368421052631576,0.6403508771929824,-0.2538487827398904
0.49122807017543857,0.6403508771929824,-0.2538487839322676
0.49122807017543857,0.6491228070175439,-0.2538487883594226
0.5087719298245614,0.6491228070175439,-0.25384879150260947
0.5087719298245614,0.6578947368421053,-0.2538487956920279
0.6228070175438597,0.6578947368421053,-0.25385845023945736
0.6228070175438597,0.6666666666666666,-0.25386312778908277
0.6403508771929824,0.6666666666666666,-0.2539063494081503
0.6403508771929824,0.6754385964912281,-0.25390893257863817
0.6578947368421053,0.6754385964912281,-0.253980773695918
0.6578947368421053,0.6929824561403509,-0.25403875617534183
0.6666666666666666,0.6929824561403509,-0.25405414604859694
0.6666666666666666,0.7105263157894737,-0.2553217654558508
0.6842105263157895,0.7105263157894737,-0.25631484678292893
0.6842105263157895,0.7192982456140351,-0.26065755943291147
0.6929824561403509,0.7192982456140351,-0.2610553004589222
0.6929824561403509,0.7368421052631579,-0.2655399770032547
0.7105263157894737,0.7368421052631579,-0.2671000767488905
0.7105263157894737,0.7543859649122807,-0.2671106563629604
0.7192982456140351,0.7543859649122807,-0.26712855289928483
