win_end,delta_0to1_minus_1to0
600,-0.18954179163930662
1200,-2.5596523950848695
1800,0.0
2400,0.7176347933129386
3000,0.6605785573344611
3600,0.39776526491249836
4200,0.41019585987465207
4800,-2.8104043247529633
5400,0.6605785573344611
6000,0.7176347933129386
6600,-6.7061406415045095
7200,1.2936881331641472
7800,2.226657129505194
8400,-0.9139984725189079
9000,-3.722678725906014
9600,-1.986692022967268
10200,0.05705623597847742
10800,0.27996995193351126
11400,0.9549525344039658
12000,-0.13157455181465028
12600,1.5948364965504318
13200,-1.2936881331641472
13800,0.05705623597847742
14400,-0.1077728677318972
15000,-0.8978962984254886
15600,-1.031739488563302
16200,1.018838079148852
16800,-0.4283653520523724
17400,-0.855218165174574
18000,-6.378785436850206
18600,1.1032694599590405
19200,0.15144865828322213
19800,-0.20695365845676372
20400,-0.27600356974734996
21000,-1.293688133164147
21600,-0.37116093122884086
22200,-1.6725873277169043
22800,-0.7517695366297907
23400,-0.6605785573344611
24000,-0.21533420302810813
24600,-0.27996995193351126
25200,-0.159028171210148
25800,-0.5082309357680292
26400,-0.44762588287398325
27000,-1.8955010436719384
27600,-0.8791687182204566
28200,-1.085749687110872
28800,-0.8978962984254883
29400,-0.9405485092679726
30000,-0.4695117435728178
30600,-0.9549525344039658
31200,1.1778662503589998
31800,-1.4502566893655853
32400,-1.7431534221055065
33000,-1.7067220710337565
33600,0.0
34200,-0.5960212829928444
34800,-0.8759127603625692
35400,-0.05705623597847742
36000,0.4389981231436593
36600,0.14993037903018547
37200,-1.2349224863374775
37800,-1.0243081604814304
38400,-0.42828687748858607
39000,-0.9936383630602885
39600,-0.23138739560782845
40200,1.3261134656328069
40800,-0.40014679348012844
41400,1.3939506575476253
42000,-0.2799699519335114
42600,-3.3051254021108676
43200,-1.4231339040715456
43800,-1.81017069957854
44400,-0.44829698537766544
45000,-1.8955010436719384
45600,-2.9693093697325077
46200,-1.1824173356984704
46800,-1.8955010436719384
47400,-0.9773009908974766
48000,-0.6543323261717675
48600,-1.8018794325152476
49200,-1.6235801068116773
49800,0.5591869467571211
50400,1.2375508419413803
51000,0.4695117435728178
51600,-2.5873500192364807
52200,-0.9442412887488925
52800,-1.8955010436719384
53400,-1.1558827122960806
54000,-1.615531091738427
54600,0.3743623742382561
55200,-1.4419091013461403
55800,0.0
56400,-1.8955010436719384
57000,0.0
57600,-0.9122744011530515
58200,0.6605785573344611
58800,-1.467135691619566
59400,1.986692022967268
60000,-1.8869576537378763
60600,-0.7815049759485471
61200,-0.05705623597847742
61800,0.0
62400,-0.05705623597847742
63000,-1.4259893000991206
63600,-2.421296737345307
64200,-0.6772201484727333
64800,0.0
65400,-0.6178286691278925
66000,-1.139512356295199
66600,-0.7396183313758578
67200,-0.9549525344039658
67800,0.09951232022296097
68243,0.0
