fpr,tpr,threshold
0.0,0.0,inf
0.0,0.008771929824561403,0.9808944241650212
0.0,0.02631578947368421,0.9342602530160462
0.008771929824561403,0.02631578947368421,0.9267456033130487
0.008771929824561403,0.03508771929824561,0.9265126515032192
0.02631578947368421,0.03508771929824561,0.9262939510847973
0.02631578947368421,0.05263157894736842,0.8897638252124632
0.03508771929824561,0.05263157894736842,0.8782774987446773
0.03508771929824561,0.11403508771929824,0.7725182803590006
0.043859649122807015,0.11403508771929824,0.7713669369223222
0.043859649122807015,0.12280701754385964,0.7713297540857298
0.05263157894736842,0.12280701754385964,0.7712811607257446
0.05263157894736842,0.14912280701754385,0.771149852344086
0.06140350877192982,0.14912280701754385,0.7711476416946357
0.06140350877192982,0.18421052631578946,0.7711249878741473
0.07017543859649122,0.18421052631578946,0.7711206046325021
0.07017543859649122,0.20175438596491227,0.7711201399554947
0.07894736842105263,0.20175438596491227,0.7711200513242833
0.07894736842105263,0.22807017543859648,0.7711200060048596
0.11403508771929824,0.22807017543859648,0.7603945234198185
0.11403508771929824,0.2543859649122807,0.6999102682434344
0.12280701754385964,0.2543859649122807,0.6995999752398798
0.12280701754385964,0.2894736842105263,0.5554441917736316
0.14912280701754385,0.2894736842105263,0.5497312590799229
0.14912280701754385,0.30701754385964913,0.5497224343324207
0.16666666666666666,0.30701754385964913,0.5497213463897327
0.16666666666666666,0.32456140350877194,0.5497211893919085
0.18421052631578946,0.32456140350877194,0.5143219045044614
0.18421052631578946,0.3333333333333333,0.3318021455050669
0.20175438596491227,0.3333333333333333,0.1815940784638883
0.20175438596491227,0.43859649122807015,0.1470321980255349
0.21929824561403508,0.43859649122807015,0.14390079165888914
0.21929824561403508,0.4473684210526316,0.14390079165887837
0.2719298245614035,0.4473684210526316,0.1439006486511153
0.2719298245614035,0.45614035087719296,0.14390050051333697
0.2894736842105263,0.45614035087719296,0.1438983417827744
0.2894736842105263,0.47368421052631576,0.1438366284923206
0.2982456140350877,0.47368421052631576,0.14373136570883946
0.2982456140350877,0.4824561403508772,0.14297237803508453
0.32456140350877194,0.4824561403508772,0.10062550835248907
0.32456140350877194,0.49122807017543857,0.10057529022586423
0.3333333333333333,0.49122807017543857,0.09105126909342556
0.3333333333333333,0.5087719298245614,0.07257370687689653
0.3684210526315789,0.5087719298245614,0.072524515508118
0.3684210526315789,0.5263157894736842,0.0720246729649543
0.38596491228070173,0.5263157894736842,0.04916055004671048
0.38596491228070173,0.5350877192982456,0.03911755350635145
0.39473684210526316,0.5350877192982456,0.037925358629286615
0.39473684210526316,0.5526315789473685,0.03790279171256093
0.4298245614035088,0.5526315789473685,0.011450789588987625
0.4298245614035088,0.5614035087719298,0.005377619092511748
0.4649122807017544,0.5614035087719298,-0.020171811075705245
0.4649122807017544,0.5701754385964912,-0.020172516033333907
0.47368421052631576,0.5701754385964912,-0.020175065018836078
0.47368421052631576,0.5877192982456141,-0.020185073248484176
0.5087719298245614,0.5877192982456141,-0.05566208260154017
0.5087719298245614,0.6228070175438597,-0.05709273947021945
0.5175438596491229,0.6228070175438597,-0.057092742326002685
0.5175438596491229,0.631578947368421,-0.05709275280721178
0.5526315789473685,0.631578947368421,-0.0570962013874239
0.5526315789473685,0.6403508771929824,-0.05712061434470113
0.5701754385964912,0.6403508771929824,-0.05720459336697056
0.5701754385964912,0.6491228070175439,-0.0572096124009116
0.5877192982456141,0.6491228070175439,-0.07414655894775961
0.5877192982456141,0.6578947368421053,-0.07417608265587378
0.5964912280701754,0.6578947368421053,-0.07627705366652862
0.5964912280701754,0.6754385964912281,-0.0813439718672064
0.6140350877192983,0.6754385964912281,-0.08476316822565744
0.6140350877192983,0.6929824561403509,-0.08485607770370099
0.6228070175438597,0.6929824561403509,-0.08755448463699013
0.6228070175438597,0.7017543859649122,-0.08787915026484688
0.631578947368421,0.7017543859649122,-0.12141901915713052
0.631578947368421,0.7105263157894737,-0.12501115386967604
0.6403508771929824,0.7105263157894737,-0.12501115388126538
0.6403508771929824,0.7192982456140351,-0.12535473676602105
0.6491228070175439,0.7192982456140351,-0.13914593733303737
0.6491228070175439,0.7280701754385965,-0.1740015183392822
0.6666666666666666,0.7280701754385965,-0.1741882690808614
0.6666666666666666,0.7368421052631579,-0.19753590846480742
0.6754385964912281,0.7368421052631579,-0.20113356963670742
0.6754385964912281,0.7543859649122807,-0.21998849261839248
0.6929824561403509,0.7543859649122807,-0.2905016299212204
0.6929824561403509,0.7719298245614035,-0.29050163180174127
0.7105263157894737,0.7719298245614035,-0.29050164606291284
0.7105263157894737,0.7807017543859649,-0.29050165288111773
0.7807017543859649,0.7807017543859649,-0.2908358738918953
0.7807017543859649,0.7894736842105263,-0.2928997587234354
0.7982456140350878,0.7894736842105263,-0.29451756352752323
0.7982456140350878,0.8771929824561403,-0.3539986830861447
0.8157894736842105,0.8771929824561403,-0.37579906259595836
0.8157894736842105,0.8947368421052632,-0.40591652617807206
0.8245614035087719,0.8947368421052632,-0.521520761384552
0.8245614035087719,0.9210526315789473,-0.5521033759822066
0.8421052631578947,0.9210526315789473,-0.5521033759880506
0.8421052631578947,0.9385964912280702,-0.6253418994896074
0.868421052631579,0.9385964912280702,-0.6266497123883821
0.868421052631579,0.9473684210526315,-0.6269780033323841
0.8771929824561403,0.9473684210526315,-0.6273002576594331
0.8771929824561403,0.9649122807017544,-0.6816366228971974
0.9122807017543859,0.9649122807017544,-0.7443765126648569
0.9122807017543859,0.9736842105263158,-0.7449745199384858
0.9210526315789473,0.9736842105263158,-0.7452578116974325
