method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
krlflow_only,1,114,0.24561403508771928,0.16659585269560695,0.3246322174798316,0.6929824561403509,0.608309180283005,0.7776557319976969
