method,sim_id,n_windows,frac_0_leads,frac_0_ci_lo,frac_0_ci_hi,frac_1_leads,frac_1_ci_lo,frac_1_ci_hi
tsmi_plus_krl,1,114,0.42105263157894735,0.330418582862139,0.5116866802957557,0.5701754385964912,0.4792985367643771,0.6610523404286053
