src,score
101,43.76206098061842
109,34.957382447411796
111,32.785431261473455
102,32.42268933773533
106,30.294830013754833
103,29.076169483942707
110,28.08032593497919
113,23.54483963173836
114,22.95383891773739
104,22.890967559009876
105,19.134629724319673
100,18.949506439618627
112,13.859760428067494
107,13.584424851800492
118,5.198340198055667
108,4.286820004723344
124,2.4129120538781406
127,-1.6550274388358355
116,-4.181978099470945
125,-14.434213486760315
123,-17.374312713441896
115,-22.54108365302439
117,-25.57543204852228
121,-26.079470291629384
119,-26.621414163877056
126,-27.264997353826676
128,-27.32036490187473
120,-31.0908962765965
129,-33.336598287813885
122,-46.49901022741744
