src,score
100,94.08145313204105
112,35.82007573218031
104,34.74046386982563
106,32.20573377412103
113,28.05499757973702
103,27.592068139321285
107,25.487115436507473
109,24.38445425547628
114,21.214827779007834
102,20.267518509732046
117,18.089625204843433
111,13.818213582715511
125,13.466490984222828
116,13.358160511317031
121,10.672729666298128
101,8.327783408588475
124,8.18563011656336
110,5.607286056559973
108,3.607617537021826
105,-1.388209033930924
129,-2.671954223740603
122,-4.431264951295677
123,-5.150516762482952
115,-7.942891042821703
119,-10.06705510791903
128,-11.534845724707495
126,-15.893375985327703
118,-23.872202638593386
127,-30.891501302966066
120,-31.896645350504272
