src,score
100,33.97248511095293
109,32.64234001041345
101,31.779453195079476
106,25.88491024829516
102,25.459309225881345
114,25.361356155764987
111,23.726830429601094
103,23.521595555520747
110,18.857516500136544
104,18.4820670932227
113,18.016649194722646
105,16.914767255445494
112,16.46718794219358
118,9.330480233380218
107,8.607458134034193
108,8.219346772564363
124,-4.779417187327735
123,-6.230072885055245
127,-6.949591781930688
128,-7.931265759081944
119,-8.099529796333263
125,-8.7460955738299
121,-9.087261766515203
116,-12.760026720533206
115,-14.484204724185355
126,-15.76511327918025
120,-17.216061543316563
129,-17.356559676580897
117,-17.596526629169606
122,-25.811966125501424
