src,score
100,90.97367763113562
107,55.74789751777743
110,48.353413509114375
109,44.90336298134914
102,37.76494327971538
113,35.11625384750185
106,33.313352869198425
126,28.61238575896412
108,28.517602960261875
104,28.142487304348776
103,27.90872556934909
111,25.38873139608775
114,24.842061293584084
112,18.049292824024494
101,14.600459948661161
105,14.278246545351582
124,6.8539237143108656
125,0.21845226514982655
122,-2.8921431744116974
129,-9.14364623402724
123,-13.216422074328433
121,-18.258545001089008
119,-19.059637617347555
117,-20.427397367310075
128,-24.63360074906137
120,-33.1629246632659
118,-34.05815421690129
127,-36.77466925153297
116,-37.79677425321739
115,-38.47330116752088
