src,score
100,92.33639933973089
105,37.415453223081116
113,35.691047533918386
111,25.505475362190626
114,22.552121968671567
110,19.92806826202287
101,16.535794402233606
109,15.525738302079565
106,12.54830982742319
102,12.420928611300022
112,8.90802614094377
122,8.595074885221313
103,7.52378208156486
118,5.888859495544026
104,4.230674670532689
107,2.8701051664971757
126,-0.2791684066204523
125,-7.298048930363896
128,-9.407340172809684
127,-10.676159350341631
108,-13.09944728753126
129,-15.027194576057859
116,-20.027970358371554
115,-22.125008527484407
117,-25.78860019735977
123,-26.893329536991704
124,-31.452596005790355
120,-37.577274933472815
119,-40.95261218777026
121,-67.87110880198921
