simulation,stride,lag,nbins_te,gc_maxlag,dist_thr,ablation,w_krl,w_tsmi,w_te,w_gc,w_spatial,w_knn,w_dtw,auroc,aupr,cliffs_delta,prec_at_k,recall_at_k,f1_at_k,hits_at_k,ndcg_at_k
3,1,4,12,6,inf,krlflow_only,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,krlflow_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,krlflow_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,krlflow_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.8237983978638184,0.049480942318115555,0.6475967957276347,0.03333333333333333,0.014285714285714285,0.02,1.0,0.027287866456479973
3,1,4,12,6,inf,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,inf,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.5679372496662216,0.01898401817315868,0.1358744993324428,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,inf,tsmi_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,tsmi_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,tsmi_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,te_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,te_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,te_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,gc_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,gc_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,gc_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,tsmi_te,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,inf,tsmi_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8304606141522031,0.06743074476012952,0.6609212283044037,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1700406869173104
3,1,4,12,6,inf,te_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7839352469959947,0.03880530743551231,0.5678704939919874,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,inf,gc_plus_krl,1.0,0.0,0.0,0.0,0,0,0,0.7924766355140187,0.040111603423853774,0.5849532710280354,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,inf,tsmi_te_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8191772363150869,0.06849895459290165,0.6383544726301714,0.16666666666666666,0.07142857142857142,0.1,5.0,0.19395357557572776
3,1,4,12,6,50.0,krlflow_only,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,krlflow_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,krlflow_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,krlflow_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.8237983978638184,0.049480942318115555,0.6475967957276347,0.03333333333333333,0.014285714285714285,0.02,1.0,0.027287866456479973
3,1,4,12,6,50.0,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,50.0,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.5679372496662216,0.01898401817315868,0.1358744993324428,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,50.0,tsmi_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,tsmi_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,tsmi_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,te_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,te_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,te_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,gc_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,gc_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,gc_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,tsmi_te,0.8,0.4,0.5,0.5,0,0,0,0.8471628838451268,0.08759493495102515,0.6943257676902513,0.2,0.08571428571428572,0.12000000000000001,6.0,0.25534869525892656
3,1,4,12,6,50.0,tsmi_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8304606141522031,0.06743074476012952,0.6609212283044037,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1700406869173104
3,1,4,12,6,50.0,te_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7839352469959947,0.03880530743551231,0.5678704939919874,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,50.0,gc_plus_krl,1.0,0.0,0.0,0.0,0,0,0,0.7924766355140187,0.040111603423853774,0.5849532710280354,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,50.0,tsmi_te_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8191772363150869,0.06849895459290165,0.6383544726301714,0.16666666666666666,0.07142857142857142,0.1,5.0,0.19395357557572776
3,1,4,12,6,25.0,krlflow_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,krlflow_spatial,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,krlflow_knn_align,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,krlflow_dtw,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,tsmi_spatial,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,tsmi_knn_align,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,tsmi_dtw,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,te_spatial,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,te_knn_align,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,te_dtw,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,gc_spatial,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,gc_knn_align,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,gc_dtw,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,12,6,25.0,tsmi_te,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
