simulation,stride,lag,nbins_te,gc_maxlag,dist_thr,ablation,w_krl,w_tsmi,w_te,w_gc,w_spatial,w_knn,w_dtw,auroc,aupr,cliffs_delta,prec_at_k,recall_at_k,f1_at_k,hits_at_k,ndcg_at_k
8,1,4,12,6,inf,krlflow_only,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,krlflow_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,krlflow_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,krlflow_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,tsmi_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,tsmi_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,tsmi_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,te_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,te_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,te_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,gc_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,gc_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,gc_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,1,4,12,6,inf,tsmi_te,0.8,0.4,0.5,0.5,0,0,0,0.8466989319092122,0.0777597014613779,0.6933978638184223,0.16666666666666666,0.07142857142857142,0.1,5.0,0.1339252139285085
8,2,4,12,6,inf,tsmi_te_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8229372496662216,0.05315893173904728,0.6458744993324411,0.0,0.0,0.0,0.0,0.0
8,1,4,12,6,inf,tsmi_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.8195126835781041,0.04726708475495921,0.6390253671562062,0.0,0.0,0.0,0.0,0.0
8,1,4,12,6,inf,gc_plus_krl,1.0,0.2,0.2,0.2,0,0,0,0.8153671562082777,0.05303910200658764,0.6307343124165533,0.13333333333333333,0.05714285714285714,0.08,4.0,0.11048653704925288
8,1,4,12,6,inf,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.7964552736982644,0.04494823118763973,0.5929105473965267,0.03333333333333333,0.014285714285714285,0.02,1.0,0.026703965287310324
8,1,4,12,6,inf,te_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7935463951935915,0.039054417622999736,0.587092790387181,0.0,0.0,0.0,0.0,0.0
8,1,4,12,6,inf,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.6149599465954606,0.027734298674746798,0.22991989319092046,0.13333333333333333,0.05714285714285714,0.08,4.0,0.12013414719257248
8,1,4,12,6,inf,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
