src,score
129,12.24467634645921
103,8.364195215043596
106,7.7105743609919415
102,6.4846634177794344
122,5.965238028003841
126,4.258823299524414
128,3.053515293751645
107,2.727153818339461
115,2.105556584171925
101,1.2501599930274065
105,0.7906735148966516
117,0.7164450383059329
119,-0.44594416807551407
120,-0.5655330676783359
108,-0.7117915235087309
113,-0.7575563720179881
109,-0.7715247390738956
104,-1.114888139300513
124,-1.778270289442136
100,-1.8654971326661336
111,-1.8661016938605937
121,-1.8918577563544858
125,-2.5803400404001535
118,-4.061880393545728
116,-4.496547651481188
112,-4.909248425023318
114,-6.007783691237987
110,-6.379008508419039
127,-7.103401170274679
123,-8.364500147934884
