simulation,stride,lag,nbins_te,gc_maxlag,dist_thr,ablation,w_krl,w_tsmi,w_te,w_gc,w_spatial,w_knn,w_dtw,auroc,aupr,cliffs_delta,prec_at_k,recall_at_k,f1_at_k,hits_at_k,ndcg_at_k
10,1,4,12,6,inf,krlflow_only,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,krlflow_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,krlflow_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,krlflow_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.7603237650200266,0.040654407292855015,0.5206475300400517,0.1,0.04285714285714286,0.060000000000000005,3.0,0.11016122242180794
10,1,4,12,6,inf,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
10,1,4,12,6,inf,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.6400350467289719,0.02531606536174771,0.280070093457943,0.06666666666666667,0.02857142857142857,0.04,2.0,0.05841594561803251
10,1,4,12,6,inf,tsmi_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,tsmi_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,tsmi_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,te_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,te_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,te_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,gc_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,gc_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,gc_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,tsmi_te,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,inf,tsmi_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.7960914552736982,0.054135248909474146,0.5921829105473946,0.1,0.04285714285714286,0.060000000000000005,3.0,0.11104131030677465
10,1,4,12,6,inf,te_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7498331108144192,0.03105533135772663,0.4996662216288368,0.03333333333333333,0.014285714285714285,0.02,1.0,0.023221543594029243
10,1,4,12,6,inf,gc_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7638417890520695,0.034466839223586815,0.5276835781041371,0.03333333333333333,0.014285714285714285,0.02,1.0,0.02246848349867897
10,1,4,12,6,inf,tsmi_te_plus_krl,0.8,0.4,0.5,0.5,0,0,0,0.7967089452603471,0.05437624598490651,0.5934178905206923,0.1,0.04285714285714286,0.060000000000000005,3.0,0.11104131030677465
10,1,4,12,6,50.0,krlflow_only,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,50.0,krlflow_spatial,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,50.0,krlflow_knn_align,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
10,1,4,12,6,50.0,krlflow_dtw,0.8,0.4,0.5,0.5,0,0,0,0.8370627503337784,0.06825489260638615,0.6741255006675545,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07983479480021588
