src,score
100,79.88258597319383
109,47.31889336476978
103,45.580175138337964
110,44.739068196475344
107,43.36377262431713
102,38.90547408525678
101,37.773757978921694
108,36.959000867809706
114,32.305394952359435
104,32.12099463190717
113,31.98864534852157
105,25.969395485275847
111,23.317556509158788
106,21.726061666116035
112,13.995758306582946
124,11.83495904053506
121,-16.00788642691196
123,-16.689992162280298
127,-20.792297188608664
120,-31.57827672191955
115,-32.29614526383266
118,-34.22127980509698
128,-40.63457030370267
117,-44.04852041495647
122,-45.49481329337748
126,-46.82786965051584
125,-50.735338664583146
119,-57.54233655733789
129,-60.27463109690084
116,-70.63753661951408
