src,score
111,32.04026777040726
113,30.438887974355175
112,29.15980573279723
104,25.075440798793448
100,23.57515055494315
102,22.420722816158452
103,22.35802935629598
107,18.8721348892049
105,18.714166398742282
108,17.0649011096082
109,14.636428704255414
106,14.558178837477262
110,13.014550303482602
114,12.068941597594723
101,8.9049787932651
127,-0.6333239291660779
122,-3.6019502696528125
128,-4.903585817008376
126,-9.91255671120059
125,-11.946931517913624
118,-12.620537188148349
120,-14.096478440762278
123,-15.55208962257981
115,-16.884798917724147
119,-17.621015222030046
124,-18.30461731713681
121,-19.435644212893557
117,-23.46045718472449
129,-25.543610291349395
116,-28.469278057913534
