src,score
100,91.34583800375835
107,53.67575672948151
110,42.82397577946201
109,36.32600038128368
102,34.003782243280696
106,29.151528764086695
113,28.671260272403583
126,25.091216695921297
104,25.073433367434255
103,23.51141073585589
114,21.99628802958777
108,21.85843955517105
111,18.605896880662502
112,10.605671589685299
105,8.908735085544244
101,3.2897496961585238
124,-0.4864485318831357
125,-9.612668101305308
122,-15.789611758658019
129,-21.90230115387842
123,-28.345655329208103
121,-32.23146083094091
119,-32.893559022254294
117,-34.66763025889793
128,-39.270185184524394
120,-48.17614086993768
118,-49.12789323772418
127,-52.756038671014025
116,-53.793890215265485
115,-55.88550064428489
