src,score
100,69.80184404307177
101,65.318392650363
109,58.18711464714201
106,55.26531328867384
111,52.895358215924695
102,52.84025418942675
114,47.97847530771851
105,41.75742482629637
104,41.696954127741705
113,38.27937134126373
103,34.19230043316818
110,33.13399906441141
112,19.34355738340112
108,11.541211081945534
107,3.835126507468473
118,1.399697754688158
124,-10.50447459712957
127,-17.18982947347868
125,-26.92810182831364
123,-29.097162715929162
116,-34.3159745509596
128,-44.802184595241265
119,-45.44708554455484
115,-47.59354350872299
117,-52.73313768728071
121,-56.59514837018951
126,-56.67975098297228
120,-60.71767543543334
129,-60.8359418256939
122,-84.02638374680666
