src,score
111,89.0378305961611
113,72.98495466153993
112,70.43496881323681
104,66.90046534125405
100,64.52662378305052
102,51.04444945341525
105,49.31614337986472
103,46.060684516508324
108,34.354441364641765
107,33.13297619674771
114,32.87471391664188
109,23.736127417342882
110,19.42077665969641
106,17.976632991063195
101,13.339409220755833
122,3.9615089018259453
127,-21.562767564738078
128,-26.283335896933067
118,-35.84819691883006
126,-36.607719513265145
125,-43.56118821224258
115,-44.01583677780541
120,-45.91832033874672
123,-46.14849905966718
119,-53.759113856019724
124,-55.53112007643576
121,-60.147633888050564
117,-69.16991053334341
129,-72.5508925197306
116,-77.99817205793872
