src,score
114,63.15204775869694
100,59.64238451497474
110,58.98501028171527
105,57.61191893372967
107,56.272363964485045
112,56.26058452237354
102,49.15514655974526
113,47.883009950032466
109,45.96888658586017
108,41.206545497191364
106,39.862296350147346
101,33.66824652634202
103,24.957162694406776
104,18.3321326309068
111,5.912887189236339
121,-16.229813928811552
119,-18.37318117238852
123,-24.187450212415722
115,-25.03737367026752
124,-26.51049988557554
116,-29.96760775626926
122,-48.659164398126364
129,-48.86889501277313
125,-52.522115235127515
126,-54.73085902214062
117,-55.944833199640556
127,-58.64809419715132
118,-64.99047668161244
128,-66.46393777990413
120,-67.73632180763926
