src,score
111,45.194983754090735
113,40.612169955597054
112,39.91736843391171
104,38.06766638790386
102,32.08465631855271
100,27.634556160350943
103,24.892084268561124
105,24.113550258015596
108,19.89166015431259
122,16.835387718598035
110,14.465866282375536
107,11.594023687495945
109,10.840010305688708
101,10.794909316540139
114,10.330553117329789
106,9.139607061868897
118,-2.0001874605462238
127,-8.956721335552764
128,-9.75921757720063
126,-12.390414196827667
125,-16.42019175593003
123,-19.78959491661822
115,-19.98691920891855
120,-20.73263471271667
119,-20.961236278848375
117,-29.55625751112416
121,-30.71597378884218
116,-31.17918904649027
129,-31.313067434990337
124,-32.27900883123335
