src,score
112,12.737217993689026
100,8.502987569809328
107,8.058136988665929
103,7.423103613100575
104,6.829302818672441
113,6.7788885240829675
129,5.064284396929344
110,4.478129645567238
109,4.35674172239568
108,4.048667252522165
115,3.4955686611019035
114,2.9468353549018245
105,2.6980733178640843
119,2.0383889711519965
111,1.988022068708742
106,1.9153404539762948
102,0.5388066802504548
117,0.057443850172126554
101,-0.08782438926253633
122,-0.20299848256548292
123,-3.0651125209612715
121,-5.890338156695208
125,-6.110233356995524
116,-6.789514065142638
126,-7.246917178482622
128,-7.259561904528047
127,-7.9100509434968895
120,-8.232282988419533
124,-8.875335105264185
118,-10.058547581020632
