src,score
104,11.005092052686573
103,10.087978801279606
101,8.759591255443654
112,7.328282048506631
100,5.559518076743401
110,5.144419187569122
122,5.116479495430195
108,4.947491121699246
105,4.594905823768513
111,4.280904667499933
128,3.2167271514844993
114,2.7611317034830485
120,2.507565221210762
113,2.365908451912705
107,1.1902343805629365
119,-1.3730097510409063
127,-1.7863380972583593
106,-2.4706429924075395
109,-2.551879475365259
118,-2.9009855553030413
124,-3.22025508715312
102,-3.2970502752587025
123,-3.597458439989566
116,-4.0780508548466345
126,-4.385936166652315
115,-4.390718115294193
121,-5.8833478056774196
129,-6.278500460400619
125,-7.801622188938738
117,-9.92614385008684
