src,score
111,13.908846575215527
113,11.716247346018458
102,8.574666656485304
108,8.337110477401598
104,7.983909206350829
112,7.333499551567107
101,5.543983002839443
100,5.0064955207110735
110,4.866955308335789
103,4.854590129592799
122,4.190662800190735
105,3.4407142182146044
106,3.4336699460544704
114,0.5833264847027547
109,0.5316936729924413
118,0.24501218663820487
107,-1.071258606551688
127,-2.2093326141941185
126,-3.6629116709045944
125,-3.6750409360667167
119,-3.7220190042641024
128,-3.927025860030655
123,-6.3877880991706
117,-7.609486187094148
121,-8.116260797526376
116,-9.65315091214705
129,-9.655365877567124
115,-9.858291502836314
120,-10.937915037867885
124,-11.478294189926283
