simulation,stride,lag,nbins_te,gc_maxlag,dist_thr,ablation,w_krl,w_tsmi,w_te,w_gc,w_spatial,w_knn,w_dtw,auroc,aupr,cliffs_delta,prec_at_k,recall_at_k,f1_at_k,hits_at_k,ndcg_at_k
5,1,4,12,6,inf,tsmi_plus_krl,0.0,1.0,0.0,0.0,0,0,0,0.8730156875834446,0.1043454996567677,0.7460313751668867,0.13333333333333333,0.05714285714285714,0.08,4.0,0.17496480523763708
5,1,4,12,6,inf,tsmi_te_plus_krl,0.0,1.0,0.0,0.0,0,0,0,0.8730156875834446,0.10403038272853743,0.7460313751668867,0.13333333333333333,0.05714285714285714,0.08,4.0,0.17018137859558655
5,1,4,12,6,inf,krlflow_only,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,krlflow_spatial,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,krlflow_knn_align,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,krlflow_dtw,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,tsmi_only,1.2,0.4,0.3,0.3,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,tsmi_spatial,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,tsmi_knn_align,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,tsmi_dtw,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,te_spatial,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,te_knn_align,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,te_dtw,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,gc_spatial,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,gc_knn_align,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,gc_dtw,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,tsmi_te,0.0,1.0,0.0,0.0,0,0,0,0.86533044058745,0.09347408300268875,0.7306608811748975,0.2,0.08571428571428572,0.12000000000000001,6.0,0.2897710138144244
5,1,4,12,6,inf,gc_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.7788801735647529,0.04393111706496022,0.5577603471295042,0.1,0.04285714285714286,0.060000000000000005,3.0,0.07524590760111076
5,1,4,12,6,inf,te_plus_krl,1.2,0.4,0.3,0.3,0,0,0,0.753411214953271,0.031822268756513505,0.5068224299065404,0.0,0.0,0.0,0.0,0.0
5,1,4,12,6,inf,gc_only,1.2,0.4,0.3,0.3,0,0,0,0.5639085447263018,0.022940120386118618,0.12781708945260306,0.06666666666666667,0.02857142857142857,0.04,2.0,0.05856299298045245
5,1,4,12,6,inf,te_only,1.2,0.4,0.3,0.3,0,0,0,0.5,0.016091954022988506,0.0,0.0,0.0,0.0,0.0,0.0
