src,score
100,31.05510213353466
107,25.86203568259403
109,25.585740501976286
110,21.501483594053806
114,21.020691171660683
108,20.13716551807291
113,18.907883237850154
112,18.632542129088097
102,18.60935306116778
105,18.255878039473064
106,15.949998778527437
101,14.363275590683264
103,12.967202661541007
104,10.663572710813282
111,5.697504149174796
115,-4.122921997348681
124,-4.652809978951648
123,-6.244548709580283
119,-7.469174432075475
121,-8.834036685312263
116,-9.61197692128799
125,-12.524324653089502
117,-12.837044579365832
122,-14.245119531789795
129,-14.386744838346793
118,-20.167071193284542
120,-20.23863202593794
126,-20.51949812072271
127,-21.039273670801055
128,-22.284113389050628
