src,score
100,32.436695108994385
109,26.809701882541077
107,25.192115335710177
108,21.95058322018807
110,18.095872116249872
114,17.53921866217291
102,17.420921544631792
113,17.375514540382092
112,16.193484745753402
105,15.749869575979485
106,13.883580045696933
101,12.808218158746564
104,11.733497103080731
103,10.863792224365683
111,4.981331823352984
115,-3.5746942404353597
124,-4.570083306789966
119,-6.747859858475462
123,-6.9294383269972375
117,-9.899978331242721
125,-12.095637264748373
121,-12.155284742210737
116,-12.273262891442975
122,-12.869573477423039
129,-14.791805312151158
118,-20.267797578791225
120,-21.465019340886286
127,-21.728425000872324
128,-22.335881180084648
126,-22.861651430539812
