src,score
100,105.44447077933708
112,47.01144888269238
103,41.30364650396392
110,34.34817225858936
108,32.470980469035354
111,30.873029482708336
113,29.832646540751906
102,26.81333901651398
117,24.779184128924406
101,23.897130377965397
105,21.114945990879136
114,20.005288395338063
107,16.61994231208018
109,14.362810730885103
104,14.193474805389004
125,5.5294993016944405
123,3.953054796465313
106,2.0659790578892228
124,-7.374661693122045
115,-10.284047163759334
129,-11.899647170182659
121,-15.913240736777537
126,-20.57339155248651
116,-22.200409822880342
120,-22.21199784159888
119,-22.441684170590484
127,-23.635496802900313
122,-27.262184168184287
128,-32.35720560531758
118,-41.839872801280215
