src,score
100,30.344417568353425
114,27.478479208050523
110,25.040574105853157
111,23.043861527938333
107,22.477652158821755
112,20.101838976609514
106,18.741666006508556
102,17.931630528315726
109,16.49823722224576
108,16.451639140072675
105,15.67968848096067
113,15.044118883303067
104,12.518726835917407
101,11.480477391280312
103,11.393369947797359
128,-8.806990082849708
120,-11.734425967083583
124,-13.162479590461045
121,-13.467576048070088
119,-15.594825707445153
123,-17.437620477924597
125,-18.598322132794753
126,-19.658057384997274
117,-20.734593404324357
116,-21.42625368297552
122,-22.76528556029718
129,-23.9564718088513
118,-24.177317823083055
115,-25.490805747866816
127,-27.215352563003886
