src,score
111,14.544905201296233
109,13.161802464317716
106,10.783030624995845
113,10.448296789901367
101,9.233955906522578
110,8.35166286735692
104,8.190532389646245
103,7.454101452135399
112,6.758759615880286
100,5.207257831358477
102,4.580675492221787
107,4.370312541924067
114,4.241448072272327
105,3.511294694143003
127,0.582134940140919
118,0.1719052652759694
108,-1.8647731532271423
116,-2.4433383911146485
125,-4.155009186706466
124,-4.733801831260076
115,-7.038372713816023
123,-7.495952500609128
121,-8.025001230952418
128,-8.256976246725028
129,-8.585798667186213
126,-8.600054923901785
117,-8.657152814399481
119,-9.608137325270459
120,-14.689350944505629
122,-16.4596026549226
