src,score
111,32.55348922133938
106,32.4440715426464
109,29.864411236571943
108,29.707705981007653
104,27.373933667400777
105,25.820170751606653
114,24.953288964348033
101,24.29572872206836
113,23.32689718071784
110,17.369400206946807
100,16.21884357641069
112,15.242948589090647
107,14.454340423339954
103,13.08113785479793
117,12.974930012030276
102,6.5186292285339
122,-0.875037241795982
124,-3.615639805379428
120,-7.257749125179162
126,-12.280981383389333
121,-12.303324125148526
129,-14.316600377362267
127,-15.566261426242253
118,-16.60890015158166
115,-20.542864568098498
128,-21.07797826309086
119,-26.786657258919135
125,-30.52608893001158
123,-37.088748538778
116,-42.987983166113025
