src,score
111,29.025782122390783
113,27.577470266531016
112,26.812089509796884
100,22.389142052359297
104,22.142542789375113
103,20.757617995454925
107,19.958215219929254
102,19.249041458348024
108,16.77078816701406
105,16.65015998022403
109,15.709916659611748
106,15.495836747390856
114,12.33853410057001
110,12.078061920719477
101,8.149336159161608
127,1.68416113682035
128,-4.634064942291365
126,-9.643739305510133
122,-9.785311910334089
125,-10.823383729535271
120,-12.923810827697299
124,-15.042932309330789
123,-16.05372060233772
121,-16.66133655873746
118,-16.693905310588498
115,-16.89558521404492
119,-18.626430887375186
117,-22.452929738591063
129,-24.168993777829908
116,-28.532838387451168
