src,score
107,38.58436980068825
113,38.20496500502
103,32.33226408907342
104,25.85279712746954
102,24.956291011963955
111,24.375704020759773
100,24.022575245815418
110,19.661986793129543
112,17.025262396947635
106,14.476871909970619
101,13.722841581333858
108,11.909000001947605
105,10.298090064125356
114,10.103747268441122
115,-1.2312386534625581
119,-1.2408302530427917
109,-1.574329632866784
123,-2.5471000930795618
122,-6.312866087533569
129,-12.099229359382297
126,-12.19594840096559
117,-12.434196443688727
127,-15.978955370143915
116,-16.44982019212507
118,-17.686140637680552
125,-20.59661864679943
128,-21.293445585981836
121,-21.462178402362177
124,-25.209071812178184
120,-32.93344501267078
