src,score
100,106.98004300118848
112,43.623900227647574
103,37.876738075313355
110,31.161952300475406
108,29.58712896639059
111,27.601818540812054
113,26.45678488274535
102,22.15176678416149
101,19.48841821346048
105,18.75049211363846
117,17.53116305669453
107,13.442351582704427
114,13.159339100679842
104,8.857618398524004
109,8.64263813822198
125,-2.8613006304603856
106,-3.448659924743118
123,-7.230986777511138
124,-14.142680631195217
115,-20.303443400579354
129,-23.316950617182965
121,-28.817496463752395
126,-32.26947393131294
116,-35.04204029387212
127,-35.91219847238525
120,-36.633792251040134
119,-38.19776772379111
122,-39.98819649048965
128,-47.46351110337326
118,-59.68365467096875
