src,score
110,17.070710203261353
104,14.668297292979089
111,12.293162823852077
109,10.56358796194029
113,10.050518133198743
107,9.90565268557322
100,9.351196365616941
103,8.728898246981725
106,7.2820940982187725
102,6.986167055212839
101,6.682566606503283
108,5.620348527887897
105,4.521289988689348
114,2.2569727042680237
112,0.9754870431943738
119,-3.029186154716222
121,-3.464750218827442
129,-3.7393745400170406
126,-5.3467986152937765
120,-6.646783872649207
124,-7.204817445638106
123,-7.321492139227679
127,-7.873167573445637
117,-7.980920455858677
115,-8.019899812307148
116,-8.681050393111889
118,-9.333980606366659
125,-12.307768530096892
128,-13.972375506055275
122,-15.253485372533833
