src,score
100,67.43698449149409
114,66.67054893022727
110,63.30222586391986
111,56.594608331796735
107,55.63135711301018
112,50.717890491043626
106,48.497090808857244
108,46.296040984190945
102,44.952001392683684
105,42.68640733626312
109,41.82432658709786
113,41.47572957691354
104,34.56510880112085
103,33.20604500653445
101,32.58550074468729
128,-5.70423768916684
121,-13.006669849295399
120,-13.801652939225448
124,-16.654162898913
119,-19.298811445628967
123,-21.548791373579814
125,-23.587095154881386
126,-26.348701674559365
116,-26.647500439586498
117,-27.53100070349363
122,-28.433887291814226
118,-30.954772967520437
129,-31.219760752579077
115,-32.9324681824596
127,-35.241472144443485
