src,score
100,80.28867935440381
107,52.16514513764499
110,46.29459278084032
109,44.347675176829526
113,34.44948705366073
102,34.3364370588189
106,30.053292943706083
108,28.219018566917516
103,27.164780974182875
126,26.256365893062412
104,25.313970082053615
111,23.025493399732035
114,22.931793236158576
112,17.258692886369523
101,15.796856357654853
105,13.25335898051266
124,8.389827574243938
125,4.764348101753664
122,3.1726112239639876
129,-1.4495897155834425
123,-4.375835532107323
121,-10.308588172245681
119,-12.196239718714605
117,-13.502426459861816
128,-15.467660650725252
120,-23.961993336325328
118,-25.121145462525792
127,-26.537882575496344
116,-27.313693670581532
115,-28.19523465977931
