src,score
100,71.93528985807167
106,57.639070392633286
108,51.564918290132425
113,45.85219773576637
110,43.70150734459939
121,40.422346035549
105,39.7373139110139
104,34.99133951122286
114,28.696900968663503
111,28.586302182491153
102,26.06226992189853
107,19.5718443236009
103,17.50826819059859
101,8.937086191033135
118,2.3838568793247426
112,-0.8981981558633104
109,-1.5223603933415413
129,-9.755367854255882
115,-11.075296319316651
125,-11.24107567327818
119,-13.772609163645878
116,-15.135091851288806
122,-18.38285265860881
127,-20.9702921850263
126,-20.99962236995232
117,-22.938098218337643
123,-28.23750947833525
120,-30.242105484182215
124,-32.557946404134185
128,-36.410344790794156
