src,score
102,13.692520854421886
113,12.827770887491534
104,11.947111267098606
107,11.403744641841948
100,9.341812551889282
103,8.965655140296
112,7.98276658115614
106,7.320919838015392
110,6.903462263238333
111,6.848616316356856
108,3.964094621362718
114,3.239235086739505
105,2.66074629222671
101,1.782302481396439
109,1.5541107529029432
122,-0.004530333885561788
123,-0.3786923419775483
115,-1.0093096566002249
119,-2.2865484364812225
129,-2.6667954452293667
126,-2.734208290572173
117,-2.8062233611037564
118,-3.356719223456317
125,-3.6422595409146346
127,-4.400279808956491
121,-6.05173819817448
128,-6.441053042204124
124,-7.730815676571984
116,-8.185191730807158
120,-8.287108545613803
