src,score
100,96.37143288692343
112,41.77854730855713
103,38.98168712322938
110,32.07363090465598
108,28.904369377346427
113,27.834213948334433
111,27.017331797784763
117,25.642853829759318
102,24.72018815715298
101,21.8880638412275
114,20.056317878915824
105,19.87540014385069
107,15.19703816652514
104,14.358338462149513
109,14.184700353032008
125,8.874961983841718
123,8.80550045319109
106,3.603519882226895
124,-3.182751351376706
115,-5.589475340838856
129,-5.687475996168097
121,-7.156685658176103
119,-12.522545793380178
126,-13.314878001977064
116,-13.89525354488651
120,-14.129307919512849
127,-16.499951867122196
122,-19.513604893165876
128,-22.16729897610584
118,-29.620360887883034
