src,score
100,77.61799302329544
114,73.02003815368153
110,67.94807261317135
111,62.19243904918008
107,59.91970699997632
112,55.31587908069648
106,51.624289164898975
102,49.07145554389445
108,48.259078760552455
109,45.75470548388218
105,45.10294621504029
113,43.39413824014929
104,36.961871995976985
103,34.65844762246992
101,34.21295158254052
128,-10.50788776582217
120,-18.923355145277483
121,-19.936678038666738
124,-22.852263857750877
119,-26.391174508187827
123,-29.41558262455795
125,-32.473580534282185
126,-35.141681749304055
117,-37.31090773394794
116,-37.51756094014285
122,-39.58680301834999
129,-42.41717058977726
118,-42.48352348934338
115,-44.59162249189726
127,-49.10645988703649
