src,score
121,8.942903354394018
126,8.359467360611417
119,7.330099755129868
127,6.901560683692648
111,5.1729088408736095
110,4.523627339902421
105,3.598771575352041
108,3.1791759153806103
103,2.037091948287498
107,1.5495424322372622
117,0.08375711888952597
101,0.07280530705712594
118,-0.11676046332995546
114,-0.1744265355812173
124,-1.0341543370668111
100,-1.338615514065702
112,-1.386036931623388
113,-1.415053114522932
104,-1.828850174318772
123,-1.8871876829192875
125,-2.1129828757891844
120,-2.5231387058559163
102,-2.663147900397388
115,-2.7967455923792435
116,-2.89942675150969
129,-3.1965486148998057
109,-4.56471627630416
106,-5.78116350706703
122,-5.970527644431883
128,-10.062229009745412
