src,score
100,31.95303438927753
109,18.92755734590791
103,18.232070055335186
110,17.89562727859014
107,17.345509049726854
102,15.562189634102712
101,15.109503191568677
108,14.783600347123883
114,12.922157980943775
104,12.84839785276287
113,12.795458139408629
105,10.38775819411034
111,9.327022603663517
106,8.690424666446415
112,5.598303322633178
124,4.733983616214024
121,-6.403154570764783
123,-6.675996864912119
127,-8.316918875443465
120,-12.63131068876782
115,-12.918458105533066
118,-13.688511922038792
128,-16.253828121481067
117,-17.619408165982588
122,-18.197925317350993
126,-18.731147860206335
125,-20.29413546583326
119,-23.016934622935157
129,-24.10985243876034
116,-28.255014647805634
