src,score
100,108.39513342682677
112,43.558771789996435
104,39.76821801626558
106,36.02351827762036
103,31.645835884588863
107,28.60544560617206
113,24.19932702054635
109,23.808011465651948
114,20.342183672965913
102,15.892922769169243
111,8.876336758974691
116,4.975224737547178
117,3.5151847068836934
125,2.2492143645726275
101,1.7850721063689126
110,1.1039183499354404
108,-1.359063090157448
124,-3.446581773217412
121,-3.997452691033546
105,-9.722651370206227
129,-21.082077058308744
123,-26.93490970680205
122,-26.949860735474132
115,-28.239205482575542
119,-34.622246965708186
128,-35.46961818450182
126,-36.23698336978164
118,-48.705467532167816
127,-57.86482039384813
120,-60.11338060030361
