src,score
107,33.35667666242952
112,30.266800475487347
109,27.78477450489138
104,23.17713995667632
103,22.41895097170722
106,21.929676512669463
108,18.066427368511555
101,17.19203550170321
114,15.827789430901207
100,14.249955900371535
111,13.381466115278911
129,12.469233707101722
105,10.921751624559931
110,8.31682810771936
113,5.987628353312335
115,0.9651215870088693
102,0.2568323690592189
125,-0.9105096198533396
122,-2.589482264048933
127,-2.5981656712571826
119,-6.705864512686409
117,-11.264100610110477
126,-11.811879487000208
120,-16.70496946759059
128,-18.98003128133897
116,-23.593181603653576
124,-24.03154654875102
121,-24.35290774794326
123,-26.095647104132407
118,-36.65965388344675
