src,score
106,15.449267000426907
105,11.081659987275627
111,10.135083519541501
108,9.277416474474828
100,8.665992232753325
113,7.827246869159141
112,7.737841749812542
101,7.595594469317419
104,7.542725555526386
107,6.689225176241153
109,6.270261138564125
114,5.927188024529029
110,4.067521355114284
102,3.5755809601592654
117,2.985878240578602
103,2.463996600127805
129,1.2447641352795331
120,0.9201098394983332
122,-1.9486506916647364
126,-2.6944109405554846
124,-4.156520183070785
118,-4.697630505648941
121,-4.78545593507727
127,-5.0089559630342935
128,-6.95315172367812
115,-8.716437283691555
119,-8.770206833404515
123,-11.940023675290483
125,-13.112843730401183
116,-17.894663715926725
