src,score
100,64.72999440170612
109,48.255052587787915
110,43.06921552958051
103,42.844095492834406
107,42.73408534721447
108,37.78673516975244
102,37.180602417460975
101,36.35783348871111
113,33.35415202560742
114,32.356705462554466
104,30.798836451672166
111,24.810525222952407
105,24.52043105885255
106,20.31128358842429
124,16.378864978324117
112,15.536412792640185
123,-0.2208946747251729
121,-1.8245117278626446
127,-5.472596041535449
120,-10.548903569095724
118,-13.130466826899358
115,-14.171977611454725
117,-18.747797317399822
128,-18.87753600291376
122,-19.53734825155919
126,-20.12234478811293
125,-22.606376181435127
119,-28.08381096884607
129,-31.859554893503457
116,-40.545788405973376
