src,score
117,14.321278803595382
100,7.235551218569004
119,5.4663443847248026
118,4.825838350765952
103,4.7647492864299235
123,4.632240415631945
104,3.580359615809323
113,3.3466384170491374
121,3.1028225040413355
115,2.845102087250332
112,2.6992677304759956
110,1.291570302276331
122,1.2306217886577047
128,0.7714260732399474
105,-0.11697271231885481
125,-0.145867531840157
116,-0.29032356439873885
111,-0.6786772966352382
107,-2.0703991833001103
114,-2.2199592512768476
108,-3.0569032703323082
109,-3.443490156533077
129,-3.6714281650442215
106,-5.034982332270343
126,-5.186273279352929
124,-5.6492875613285305
102,-6.332547578535745
120,-7.118913375774786
127,-7.3989169748577694
101,-7.698868744717875
