src,score
112,31.115829239589942
101,30.3996356785085
105,27.416437668251884
110,27.256735804854905
104,26.65433524283248
103,23.769945065091246
100,23.420445314354502
107,16.628235236706796
114,15.739131695735903
111,14.407220877200885
108,14.056746646108067
113,13.262880939176963
128,9.810101810537288
120,5.065336701536928
122,2.5343647849291875
109,1.887288606456608
124,-0.04881491707125593
106,-1.2404888182367242
127,-1.689413536457141
102,-3.4347088069933016
123,-8.352603042195277
118,-9.51660473258393
116,-10.767408490927886
119,-11.918497879223159
121,-14.621756029792062
115,-18.51243832414731
126,-21.444723628346182
117,-22.577155145795366
125,-24.9809736191509
129,-27.66088055285846
