src,score
100,29.021718125738502
106,22.115027285643258
108,19.022678378748598
113,17.45241674565194
110,16.446420256082078
105,15.64339157949766
121,14.737844145015323
104,11.688932262867969
114,8.992388660279541
102,8.584484924242377
111,8.390707436412688
107,5.772274098351981
103,4.001985591649187
101,-0.023392080155619666
118,-2.0232298872466874
109,-2.2261200489648205
112,-2.5304886260289985
129,-8.200651679229976
125,-8.483635234942215
115,-9.713956178033609
116,-10.034841240175268
119,-10.93624975692975
122,-11.356455892319484
127,-12.884727273964831
126,-13.045171169061238
117,-14.959830721696214
123,-17.555475891018908
120,-17.99444179194748
124,-19.071543573197456
128,-20.830058445268723
