src,score
100,92.53039240184205
105,38.958263951640525
113,38.42940435462723
111,28.663331305709708
114,24.86366390518153
110,23.909881076534404
101,21.737699927175324
122,20.20393120473622
109,19.856940146753807
106,16.00074704504439
102,14.619768293375085
112,12.740117917879527
118,12.440483763276182
104,10.448582300171646
126,9.760412560351988
103,9.573870477912415
107,6.2999775087148056
125,2.302499201367663
128,0.795983214113041
127,0.22129373346759673
129,-4.647700176732121
108,-6.317096021754705
116,-7.928596607637807
115,-8.442102563399795
117,-14.926755627281908
123,-16.20376937435744
124,-18.340527854885927
119,-25.65723915475337
120,-26.03682573656721
121,-48.91307807293427
