simulation,win_start,win_end,src,tgt,krlflow,tsmi,te,gc,spatial,knn,dtw,gate,r2_auto,r2_gain_max,lag_cons,is_true
3,0,200,101,100,0.0,0.06711409395973154,0.015901060070671377,0.03255813953488372,8.773298588520893,0.2507906552397126,5.632051136131489,0.9999798310680411,0.3815792513244761,0.1109920514168351,0.5034984431068295,0
3,0,200,102,100,0.029585798816568046,0.017543859649122806,0.04591836734693878,0.03255813953488372,8.54400374531753,0.2502994124135356,6.16765757804371,0.9999989497721883,0.3815792513244761,0.1402987379506292,0.5126640257957893,0
3,0,200,103,100,0.0,0.03208556149732621,0.057692307692307696,0.03626943005181347,8.801162633521313,0.20775798176331134,7.085195833567341,0.9999361638971279,0.3815792513244761,0.10145288941293518,0.5069910534973103,0
3,0,200,104,100,0.0,0.06711409395973154,0.015901060070671377,0.022935779816513763,7.615773105863909,0.2838230561344162,5.549774770204643,0.9999811912880949,0.3815792513244761,0.10982812752638971,0.5066257102661846,0
3,0,200,105,100,0.0,0.0371900826446281,0.019867549668874173,0.03626943005181347,7.545179782593586,0.2225454751213096,5.143928459844674,0.9999863855405772,0.3815792513244761,0.11585276686400303,0.5120861979004685,0
3,0,200,106,100,0.0,0.03208556149732621,0.019867549668874173,0.03626943005181347,9.433981132056603,0.27074241277044014,5.649778756730214,0.9999883776913668,0.3815792513244761,0.11544260426067832,0.5121895639294947,0
3,0,200,107,100,0.0,0.06711409395973154,0.019867549668874173,0.03255813953488372,8.573164506180078,0.23924864194480525,5.329165037789691,0.9999532162506044,0.3815792513244761,0.10295170274310106,0.5093330577527523,0
3,0,200,108,100,0.0,0.005555555555555556,0.015901060070671377,0.047619047619047616,10.0,0.26705895332753743,7.58814865431615,0.9999689705359814,0.3815792513244761,0.10604037452264647,0.5064201863638704,0
3,0,200,109,100,0.0,0.005555555555555556,0.03333333333333333,0.03255813953488372,8.365746312736945,0.22745144606709242,5.67626637852735,0.9999573981887001,0.3815792513244761,0.10458270854349017,0.5027784730236934,0
3,0,200,110,100,0.029585798816568046,0.03208556149732621,0.015901060070671377,0.03255813953488372,10.024937810560445,0.2519623370825715,6.529931086925803,0.9999682055348716,0.3815792513244761,0.10666233883934217,0.500955806298524,0
3,0,200,111,100,0.0,0.006711409395973154,0.04591836734693878,0.03626943005181347,8.94427190999916,0.18432253628232953,5.230678732248808,0.999967087007384,0.3815792513244761,0.10919785146513383,0.5081628828836529,0
3,0,200,112,100,0.0,0.006711409395973154,0.015901060070671377,0.03626943005181347,8.48528137423857,0.25815068325751644,5.725382083319855,0.9999665701706498,0.3815792513244761,0.10539661069792894,0.5090824595339041,0
3,0,200,113,100,0.029585798816568046,0.005555555555555556,0.015901060070671377,0.03255813953488372,8.94427190999916,0.23677511055486533,5.551576352712804,0.9999910189168979,0.3815792513244761,0.11964869573722714,0.5089285441225262,0
3,0,200,114,100,0.0,0.0371900826446281,0.019867549668874173,0.0,9.433981132056603,0.20293171894248663,5.372150407425317,0.9998999121018449,0.3815792513244761,0.09728443891018101,0.5074283729962276,0
3,0,200,115,100,,,,,27.784178448965385,,,,,,,0
3,0,200,116,100,0.0,0.006711409395973154,0.015901060070671377,0.03255813953488372,15.280698031626052,-0.02294754582309406,20.293841430345314,0.9991844902715218,0.3815792513244761,0.08822001599541962,0.504393123152288,0
3,0,200,117,100,,,,,26.045343137198305,,,,,,,0
3,0,200,118,100,0.0,0.0,0.03543307086614173,0.022935779816513763,19.924858845171276,-0.11240333777205123,20.263267258761605,0.9996318748647881,0.3815792513244761,0.1010997313763421,0.5111405343182869,0
3,0,200,119,100,,,,,29.58342829722106,,,,,,,0
3,0,200,120,100,,,,,31.63314823323116,,,,,,,0
3,0,200,121,100,,,,,25.785876943195888,,,,,,,0
3,0,200,122,100,,,,,31.02784318222668,,,,,,,0
3,0,200,123,100,,,,,25.846428185371558,,,,,,,0
3,0,200,124,100,,,,,25.303707350050946,,,,,,,0
3,0,200,125,100,,,,,26.864863139899835,,,,,,,0
3,0,200,126,100,,,,,25.23770999639307,,,,,,,0
3,0,200,127,100,,,,,27.75235876754382,,,,,,,0
3,0,200,128,100,,,,,27.28703096666786,,,,,,,0
3,0,200,129,100,,,,,28.830937992402433,,,,,,,0
3,0,200,100,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.03255813953488372,8.773298588520893,0.2507906552397126,5.632051136131489,0.9999999999998759,0.049037651982377306,0.29996494497636705,0.5068479753846334,1
3,0,200,102,101,0.07428571428571429,0.06711409395973154,0.019867549668874173,0.03255813953488372,3.1622776601683795,0.5493521264047482,4.402272140611028,0.9999999999999984,0.049037651982377306,0.3281986626043002,0.5448985459278021,0
3,0,200,103,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.03255813953488372,4.123105625617661,0.5572620491830272,4.256759330758553,0.9999999999999958,0.049037651982377306,0.3178231377438935,0.5335356804905045,0
3,0,200,104,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.03255813953488372,3.1622776601683795,0.5777577973840131,2.925747767665559,0.9999999999988225,0.049037651982377306,0.26070850139686397,0.5110688336120061,0
3,0,200,105,101,0.07428571428571429,0.06711409395973154,0.019867549668874173,0.03626943005181347,2.914213562373095,0.5344634729796608,3.1780497164141406,0.9999999999999967,0.049037651982377306,0.320587885078925,0.5494471912216303,0
3,0,200,106,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.022935779816513763,3.0,0.5987148359999402,4.2,0.9999999999999978,0.049037651982377306,0.32151280767206525,0.5311030782586116,0
3,0,200,107,101,0.07428571428571429,0.06711409395973154,0.019867549668874173,0.03255813953488372,2.23606797749979,0.5952124529376066,2.6645825188948455,1.0,0.049037651982377306,0.3762355967299621,0.5354312290166952,0
3,0,200,108,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.022935779816513763,3.605551275463989,0.5367889934392804,6.172519744804386,0.9999999999999989,0.049037651982377306,0.3311532634434391,0.5294246216544423,0
3,0,200,109,101,0.042951541850220265,0.06711409395973154,0.06220095693779904,0.03255813953488372,3.1622776601683795,0.5403301958864478,5.1884487084291395,0.9999999999991278,0.049037651982377306,0.26516591149358926,0.5247153708043134,0
3,0,200,110,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.0,4.123105625617661,0.5576734641201906,3.7416573867739413,0.9999999999999198,0.049037651982377306,0.2884259961036775,0.5226847810736972,0
3,0,200,111,101,0.07428571428571429,0.06711409395973154,0.04591836734693878,0.03626943005181347,2.8284271247461903,0.6112183182593665,2.588435821108957,0.9999999999998916,0.049037651982377306,0.2827714946622705,0.5164107689392898,0
3,0,200,112,101,0.07428571428571429,0.06711409395973154,0.06220095693779904,0.03255813953488372,3.0,0.5488868675090519,3.2031234756093934,0.9999999999952436,0.049037651982377306,0.2478501814777474,0.5213110275262027,0
3,0,200,113,101,0.042951541850220265,0.06711409395973154,0.04591836734693878,0.047619047619047616,4.0,0.5552571440136099,5.244044240850758,0.9999999999751501,0.049037651982377306,0.23142487042170712,0.5116079010476176,0
3,0,200,114,101,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.03255813953488372,2.23606797749979,0.5683160618899218,2.9899832775452104,0.9999999999999896,0.049037651982377306,0.30744966584270106,0.5427218396859244,0
3,0,200,115,101,,,,,25.998127593995786,,,,,,,0
3,0,200,116,101,,,,,25.22868112715267,,,,,,,0
3,0,200,117,101,,,,,25.081363106067734,,,,,,,0
3,0,200,118,101,0.042951541850220265,0.006711409395973154,0.019867549668874173,0.022935779816513763,20.248456731316587,0.02198581835718598,19.36130160913775,0.9999999996309188,0.049037651982377306,0.23291978442005123,0.5078442819199074,0
3,0,200,119,101,,,,,27.692017195616316,,,,,,,0
3,0,200,120,101,,,,,30.30790199776337,,,,,,,0
3,0,200,121,101,,,,,25.074521326109593,,,,,,,0
3,0,200,122,101,,,,,28.64648665098473,,,,,,,0
3,0,200,123,101,0.042951541850220265,0.006711409395973154,0.015901060070671377,0.022935779816513763,22.11333282777659,-0.008784112104609715,18.7669923003128,0.999999997930219,0.049037651982377306,0.2173634584530445,0.512290657879889,0
3,0,200,124,101,0.042951541850220265,0.005555555555555556,0.019867549668874173,0.03255813953488372,35.241837599913985,0.006242679072154328,30.621561031404,0.9999999977772458,0.049037651982377306,0.21841253224222879,0.5029785884488231,0
3,0,200,125,101,0.07428571428571429,0.0,0.03543307086614173,0.0,27.730849247724095,0.11134942456856507,27.41058189823777,0.9999999999811338,0.049037651982377306,0.25977756936955365,0.5027217274653121,0
3,0,200,126,101,0.042951541850220265,0.0,0.057692307692307696,0.047619047619047616,21.376931332067223,0.05607150575348274,28.6457675756821,0.9999999958946877,0.049037651982377306,0.2073209044037836,0.510484812026246,0
3,0,200,127,101,,,,,25.537516200058363,,,,,,,0
3,0,200,128,101,,,,,26.977781394711787,,,,,,,0
3,0,200,129,101,,,,,26.428668449959645,,,,,,,0
3,0,200,100,102,0.07428571428571429,0.06711409395973154,0.06220095693779904,0.03626943005181347,8.54400374531753,0.2502994124135356,6.16765757804371,0.999999999996245,0.043978961514771986,0.26553879740217223,0.5196260857807021,1
3,0,200,101,102,0.07428571428571429,0.06711409395973154,0.019867549668874173,0.022935779816513763,3.1622776601683795,0.5493521264047482,4.402272140611028,0.9999999999924747,0.043978961514771986,0.2436593652167911,0.5056472382693789,0
3,0,200,103,102,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.047619047619047616,4.061552812808831,0.5580305305536838,7.051241025521677,0.9999999999964353,0.043978961514771986,0.25046883629835115,0.5216499986667358,0
3,0,200,104,102,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.03825136612021858,3.08113883008419,0.6101992032797054,3.725587202039432,0.9999999999992697,0.043978961514771986,0.26344215331778154,0.5299945475738683,0
3,0,200,105,102,0.07428571428571429,0.06711409395973154,0.03543307086614173,0.047619047619047616,3.1622776601683795,0.48457700255716635,3.3136083051561784,0.9999999999949276,0.043978961514771986,0.2504546874345879,0.5159924844910017,0
